key,title,abstract,decision,reason,thoughts
rayyan-1273747554,Landscape of Carbon Ion Radiotherapy in Prostate Cancer: Clinical Application and Translational Research,"Carbon ion radiotherapy (CIRT) is a useful and advanced technique for prostate cancer. This study sought to investigate the clinical efficacy and translational research for prostate cancer with carbon ion radiotherapy. We integrated the data from published articles, clinical trials websites, and our data. The efficacy of CIRT for prostate cancer was assessed in terms of overall survival, biochemical recurrence-free survival, and toxicity response. Up to now, clinical treatment of carbon ion radiotherapy has been carried in only five countries. We found that carbon ion radiotherapy induced little genitourinary and gastrointestinal toxicity when used for prostate cancer treatment. To some extent, it led to improved outcomes in overall survival, biochemical recurrence-free survival than conventional radiotherapy, especially for high-risk prostate cancer. Carbon ion radiotherapy brought clinical benefits for prostate cancer patients, and quality of life assessment indicated that CIRT affected patients to a lesser extent. Potential biomarkers from our omics-based study could be used to predict the efficacy of prostate cancer with CIRT. Carbon ion radiotherapy brought clinical benefits for prostate cancer patients. The omics-based translational research may provide insights into individualized therapy. © Copyright © 2021 Chen, Yu, Li and Fu.",0,The abstract does not mention any AI methods or techniques related to carbon ion therapy.,"Okay, so I need to determine whether this article should be included in a literature review on the applications of AI methods in carbon ion therapy. The abstract provided is about carbon ion radiotherapy (CIRT) for prostate cancer, discussing its clinical efficacy and translational research. It mentions integrating data from various sources, assessing survival rates, toxicity, and potential biomarkers identified through omics-based studies. However, I don't see any mention of AI methods or techniques in the abstract. The focus seems to be on clinical outcomes and biomarker discovery rather than how AI is applied in CIRT. Since the topic specifically asks for applications of AI, this article doesn't fit because it lacks discussion on AI methods. Therefore, it shouldn't be selected for inclusion."
rayyan-1273747555,Prediction of dose distribution from luminescence image of water using a deep convolutional neural network for particle therapy,"Purpose: We recently obtained nearly the same depth profiles of luminescence images of water as dose for protons by subtracting the Cerenkov light component emitted by secondary electrons of prompt gamma photons. However, estimating the distribution of Cerenkov light with this correction method is time-consuming, depending on the irradiated energy of protons by Monte Carlo simulation. Therefore, we proposed a method of estimating dose distributions from the measured luminescence images of water using a deep convolutional neural network (DCNN). Methods: In this study, we adopted the U-Net architectures as the DCNN. To prepare a large amount of image data for DCNN training, we calculated the training data pairs of two-dimensional (2D) dose distributions and luminescence images of water by Monte Carlo simulation for protons and carbon ions. After training the U-Net model for protons or carbon ions using these dose distributions and luminescence images calculated by Monte Carlo simulation, we predicted the dose distributions from the calculated and measured luminescence images of water using the trained U-Net model. Results: All of the U-Net model's predicted images were in good agreement with the MC-calculated dose distributions and showed lower values of the root mean square percentage error (RSMPE) and higher values in the structural similarity index (SSIM) in comparison with these values for calculated or measured luminescence images. Conclusion: We confirmed that the DCNN effectively predicts dose distributions in water from the measured as well as calculated luminescence images of water for particle therapy. © 2020 American Association of Physicists in Medicine",1,"The article applies deep convolutional neural networks to predict dose distributions in water using luminescence images for both protons and carbon ions, demonstrating the application of AI methods in particle therapy.","Okay, so I need to determine whether this article should be included in a literature review on the applications of AI methods in carbon ion therapy. Let me read through the abstract carefully and think about each part step by step.

First, the title mentions using a deep convolutional neural network (DCNN) for particle therapy. That immediately sounds relevant because it's an AI method applied to a medical treatment context. The purpose section explains that they're trying to predict dose distributions from luminescence images of water. They mention protons and carbon ions in their methods, which is good because the topic specifically includes carbon ion therapy.

The methods describe using U-Net architectures, which are a type of DCNN commonly used for image segmentation tasks. They prepared training data by simulating dose distributions and luminescence images for both protons and carbon ions using Monte Carlo simulations. This shows that their work is applicable to different types of particle therapies, including the one we're interested in.

The results indicate that their model performed well, with lower errors and higher similarity indices compared to traditional methods. The conclusion confirms that DCNN effectively predicts dose distributions for particle therapy, which includes carbon ions as per their study.

I should also check if this is original research or a review. Since they describe their own methodology, experiments, and results, it's an original research article. They're not just summarizing existing studies but presenting new findings using AI techniques in the context of carbon ion therapy.

So putting it all together: The article uses AI (DCNN) to predict dose distributions for particle therapies, including carbon ions. It presents original research with clear applications relevant to the topic. Therefore, it should be selected for inclusion."
rayyan-1273747556,Modeling in vivo relative biological effectiveness in particle therapy for clinically relevant endpoints,Background: The relative biological effectiveness (RBE) of particle therapy compared to photon radiotherapy is known to be variable but the exact dependencies are still subject to debate. In vitro data suggested that RBE is to a large extend independent of ion type if parametrized by the beam quality Q. This study analyzed the RBE dependence of pre-clinical data on late toxicity with an emphasis on the beam quality. Material and methods: Published pre-clinical RBE dose-response data of the spinal cord following one and two fractions of photon and carbon ion irradiation were compiled. The beam quality for each treatment condition was obtained from Monte Carlo simulations. The αp and βp parameters of the linear-quadratic (LQ) model for particle irradiation were determined from the pre-clinical data and was provided as a function of Q. An introduced model proposed αp to increase linearly with Q and βp to remain constant. RBE values predicted by the model were compared to the published data. Results: The αp parameter was highly correlated with Q (R2 = 0.96) with a linear slope of 0.019 Gy−1. No significant variation of βp with Q was found. RBE and Q were also highly correlated (R2 = 0.98) for one and two fractions. The (extrapolated) RBE at Q = 0 (theoretical photon limit) for one and two fractions was 1.22 and significantly larger than 1 (p =.004). The model reproduced the dependence of RBE on fractionation well. Conclusions: Fraction dose and beam quality Q were sufficient to describe the RBE variability for a late toxicity model within a carbon ion treatment field. Assuming the independence of the identified RBE parameters on the ion type might suggest the translation of variable (pre-) clinical RBE data from carbon ion to proton therapy. © 2017 Acta Oncologica Foundation.,0,The study focuses on modeling RBE using pre-clinical data and Monte Carlo simulations but does not mention any AI methods or applications in carbon ion therapy.,"Okay, so I need to determine whether this article should be included in a literature review about the applications of AI methods in carbon ion therapy. The abstract is about modeling relative biological effectiveness (RBE) in particle therapy using pre-clinical data and Monte Carlo simulations. They developed a model that relates RBE with beam quality Q, which was determined through simulations. The study uses statistical analysis to correlate parameters like αp and βp with Q and compares the model's predictions with existing data. However, I don't see any mention of AI methods or machine learning techniques in the abstract. It seems more focused on physics-based modeling and statistical analysis rather than applying AI. Since the topic is specifically about AI applications, this article might not be relevant unless there's an underlying use of AI that isn't mentioned here. But based solely on the abstract provided, it doesn't seem to fit the criteria."
rayyan-1273747557,Dosimetric analysis of intraocular hemorrhage in nonsquamous head and neck cancers treated with carbon-ion radiotherapy,"Background and purpose: Carbon-ion radiotherapy is an attractive treatment option for unresectable/inoperable, nonsquamous cancers of the head and neck. Intraocular hemorrhage associated with carbon-ion radiotherapy for head and neck cancer is largely an unresearched area; hence, we investigated its incidence and predictive factors. Material and methods: We evaluated 79 patients (i.e., 158 eyes) with nonsquamous cancers of the head and neck treated by carbon-ion radiotherapy with a follow-up period of ≥12 months. Dosimetric parameters such as Dmax, Dmean and Vd [volume irradiated with “d” Gy (RBE)] and age, gender, primary site, histology and comorbidities were analyzed as predictors of intraocular hemorrhage. Results: Seven (8.9%) of 79 patients (158 eyes) developed intraocular hemorrhage with a median latent period of 24 months (range, 15–47 months). The 5-year cumulative incidence of intraocular hemorrhage was 6%. Dmax and V10–60 for eyeballs, retina and optic nerves were significantly higher in intraocular hemorrhage group than the rest (p <0.001 for Dmax and V10–60). On univariate analysis, V40 ≥0.83 cm3 and ≥0.66 cm3 (p = 0.001) and Dmax ≥54.75 Gy (RBE) and ≥54.58 Gy (RBE) (p = 0.002) for eyeball and retina, respectively, were predictors of intraocular hemorrhage. Additionally, maxillary primary (p = 0.025) and younger age (age <60 years, p = 0.048) were significant risk factors for intraocular hemorrhage. Conclusions: Dosimetric parameters such as V40 and Dmax for the eyeball, retina and maxillary sinus primary and younger age were significant predictors of intraocular hemorrhage following carbon-ion radiotherapy. © 2022 The Authors",0,The study focuses on dosimetric analysis and predictive factors for intraocular hemorrhage but does not involve any AI methods or techniques.,"Okay, so I need to determine whether this article should be included in a literature review on the applications of AI methods in carbon ion therapy. Let me read through the abstract carefully. The title is about dosimetric analysis of intraocular hemorrhage in nonsquamous head and neck cancers treated with carbon-ion radiotherapy. The content talks about evaluating patients, looking at dosimetric parameters like Dmax, Dmean, Vd, and other factors to predict intraocular hemorrhage. They analyzed data from 79 patients over a follow-up period of at least 12 months. The results show some significant predictors related to dosimetry and patient characteristics. However, I don't see any mention of AI methods or techniques in the abstract. It seems like it's more about traditional statistical analysis rather than applying machine learning or other AI approaches. Since the focus is on dosimetric factors without involving AI, this article doesn't fit the topic we're looking for. Therefore, it shouldn't be selected for inclusion."
rayyan-1273747558,Job sequencing with one common and multiple secondary resources: A problem motivated from particle therapy for cancer treatment,"We consider in this work the problem of scheduling a set of jobs without preemption, where each job requires two resources: (1) a common resource, shared by all jobs, is required during a part of the job’s processing period, while (2) a secondary resource, which is shared with only a subset of the other jobs, is required during the job’s whole processing period. This problem models, for example, the scheduling of patients during one day in a particle therapy facility for cancer treatment. First, we show that the tackled problem is NP-hard. We then present a construction heuristic and a novel A* algorithm, both on the basis of an effective lower bound calculation. For comparison, we also model the problem as a mixed-integer linear program (MILP). An extensive experimental evaluation on three types of problem instances shows that A* typically works extremely well, even in the context of large instances with upto 1000 jobs. When our A* does not terminate with proven optimality, which might happen due to excessive memory requirements, it still returns an approximate solution with a usually small optimality gap. In contrast, solving the MILP model with the MILP solver CPLEX is not competitive except for very small problem instances. © Springer International Publishing AG 2018.",1,"The article discusses scheduling optimization in particle therapy facilities using AI methods like A* algorithm and heuristics, directly applicable to carbon ion therapy.","Okay, so I need to determine whether this article should be included in a literature review on the applications of AI methods in carbon ion therapy. Let me read through the abstract carefully. The title mentions job sequencing with one common and multiple secondary resources, motivated by particle therapy for cancer treatment. That sounds relevant because it's about scheduling patients in a particle therapy facility, which is related to carbon ion therapy since that's a type of particle therapy. The content talks about scheduling jobs without preemption, where each job requires two resources: a common resource shared by all and secondary resources shared with subsets. They model this as an optimization problem, showing it's NP-hard. Then they present a construction heuristic and a novel A* algorithm based on lower bound calculations. They also compare with a MILP model solved using CPLEX. The experiments show that the A* works well even for large instances, while CPLEX isn't competitive except for small problems. So, this article is about scheduling in particle therapy facilities using AI methods like heuristics and A*. Since carbon ion therapy falls under particle therapy, this seems directly applicable. However, I should check if it's original research or a review. The abstract describes their approach, algorithms, and experiments, which suggests it's an original study. Therefore, it meets the criteria for inclusion."
rayyan-1273747559,Dual-modality imaging particle size monodisperse poly (ethylene glycol) diacrylate drug-loaded embolic microspheres for tumor therapy,"Transcatheter arterial chemoembolization (TACE) is one of the common methods of treating tumors and usually requires an accompanying injection of an exogenous contrast agent, but the exogenous contrast agent is highly susceptible to removal by blood flow, which greatly reduces the efficiency of the operation. Here, we developed a uniformly sized Ag2S/BaSO4/DOX@PEGDAMS that integrates embolization, drug loading, and visualization with a microfluidic device. The microspheres can be imaged stably under NIR-II/X-ray for a long time, and the luminescence of NIR-II is better than that of X-ray. This breaks the limitations of conventional X-ray-only imaging of embolic microspheres. The microscope images and scanning electron microscope EDS results showed that the microspheres were regularly spherical with uniform particle size, and the signature elements such as Ag, S, and Ba were uniformly distributed in the microspheres. In vitro cytotoxicity assays and apoptosis assays have demonstrated that the microspheres have good biocompatibility and can effectively inhibit tumor cell growth due to the presence of DOX. The ability of microspheres to aggregate in blood vessels and block blood flow was verified by modeling and embolizing in rabbit ear tumors. In conclusion, Ag2S/BaSO4/DOX@PEGDAMS shows excellent embolization, drug loading, and imaging capabilities, and has the potential to be used for TACE and other diseases requiring interventional embolization therapy. © 2023 Elsevier B.V.",0,"The article focuses on the development of drug-loaded embolic microspheres and their imaging capabilities using NIR-II/X-ray, but does not mention AI methods or carbon ion therapy. It is about a different therapeutic approach involving transcatheter arterial chemoembolization (TACE) and contrast agents.","Okay, so I need to determine whether this article should be included in a literature review on the applications of AI methods in carbon ion therapy. The abstract provided is about dual-modality imaging particle size monodisperse poly (ethylene glycol) diacrylate drug-loaded embolic microspheres for tumor therapy. Let me break this down step by step to see if it's relevant or not."
rayyan-1273747560,Semi-continuous propagation of influenza a virus and its defective interfering particles: Analyzing the dynamic competition to select candidates for antiviral therapy,"Defective interfering particles (DIPs) of influenza A virus (IAV) are naturally occurring mutants that have an internal deletion in one of their eight viral RNA (vRNA) segments, rendering them propagation-incompetent. Upon coinfection with infectious standard virus (STV), DIPs interfere with STV replication through competitive inhibition. Thus, DIPs are proposed as potent antivirals for treatment of the influenza disease. To select corresponding candidates, we studied de novo generation of DIPs and propagation competition between different defective interfering (DI) vRNAs in an STV coinfection scenario in cell culture. A small-scale two-stage cultivation system that allows long-term semi-continuous propagation of IAV and its DIPs was used. Strong periodic oscillations in virus titers were observed due to the dynamic interaction of DIPs and STVs. Using next-generation sequencing, we detected a predominant formation and accumulation of DI vRNAs on the polymerase-encoding segments. Short DI vRNAs accumulated to higher fractions than longer ones, indicating a replication advantage, yet an optimum fragment length was observed. Some DI vRNAs showed breaking points in a specific part of their bundling signal (belonging to the packaging signal), suggesting its dispensability for DI vRNA propagation. Over a total cultivation time of 21 days, several individual DI vRNAs accumulated to high fractions, while others decreased. Using reverse genetics for IAV, purely clonal DIPs derived from highly replicating DI vRNAs were generated. We confirm that these DIPs exhibit a superior in vitro interfering efficacy compared to DIPs derived from lowly accumulated DI vRNAs and suggest promising candidates for efficacious antiviral treatment. © 2021 American Society for Microbiology. All rights reserved.",0,"The article focuses on defective interfering particles in influenza A virus and their potential as antivirals, unrelated to AI methods or carbon ion therapy.","Okay, so I need to determine whether this article should be included in a literature review on the applications of AI methods in carbon ion therapy. Let me read through the abstract carefully. The title is about semi-continuous propagation of influenza A virus and defective interfering particles, analyzing their competition for antiviral therapy selection. The content talks about DIPs being mutants that interfere with STV replication, using a two-stage system to study their generation and competition. They used next-gen sequencing and reverse genetics to identify effective DIP candidates. Nowhere in the abstract do they mention AI methods or carbon ion therapy. It's all about virology and antiviral treatments, not related to medical applications of AI or radiation therapies like carbon ions. So this article doesn't fit the topic at hand."
rayyan-1273747561,Clinical outcomes of carbon-ion radiotherapy for patients with locoregionally recurrent nasopharyngeal carcinoma,"Background: Reirradiation for locoregionally recurrent nasopharyngeal carcinoma (LR-NPC) after high-dose radiotherapy (RT) is challenging and usually is associated with poor survival and severe toxicities. Because of its physical and biological advantages over photon-beam RT, carbon-ion RT (CIRT) could be a potential treatment option for patients with LR-NPC. Methods: Patients with LR-NPC who underwent salvage therapy using CIRT at the Shanghai Proton and Heavy Ion Center between May 2015 and June 2019 were analyzed. CIRT doses were 50 to 69 gray equivalent (GyE) (2.0-3.0 GyE per fraction). Overall survival (OS), local control, regional control, distant control, and acute and late toxicities were analyzed. Univariable and multivariable analyses of OS and local control were performed using the Cox regression model. Results: Among the 206 patients included, 139 patients (67.5%) had recurrent American Joint Committee on Cancer stage III or stage IV disease. With a median follow-up of 22.8 months, the 2-year OS, local control, regional control, and distant control rates were 83.7%, 58.0%, 87.3%, and 94.7%, respectively. Multivariable analysis revealed that older age (P =.017) was predictive of worse OS, whereas a larger tumor volume (P =.049) and a lower biological equivalent dose (P =.029) were associated with inferior local control. No patient developed an acute toxicity of ≥grade 3 during CIRT. Severe (≥grade 3) late toxicities included temporal lobe necrosis (0.97%), cranial neuropathy (0.49%), hearing loss (1.46%), xerostomia (0.49%), and mucosal necrosis (16.02%) (toxicities were graded using the Radiation Therapy Oncology Group and European Organization for Research and Treatment of Cancer criteria). Conclusions: Salvage treatment using CIRT is efficacious for patients with LR-NPC and its toxicities are acceptable. CIRT may improve the survival and toxicity profiles substantially for patients with LR-NPC compared with the reported results after photon-based intensity-modulated RT. © 2020 The Authors. Cancer published by Wiley Periodicals LLC on behalf of American Cancer Society.",0,The article focuses on clinical outcomes and does not mention any AI methods or techniques related to carbon ion therapy.,"Okay, so I need to determine whether this article should be included in a literature review about the applications of AI methods in carbon ion therapy. Let me read through the abstract carefully. The title is about clinical outcomes of CIRT for recurrent nasopharyngeal carcinoma. The content talks about patients who received salvage therapy with CIRT, analyzing their survival rates and toxicities. They used statistical models like Cox regression to analyze factors affecting survival and local control. However, I don't see any mention of AI methods or techniques in the abstract. It's more focused on treatment outcomes rather than how AI is applied in the therapy process. Since the article doesn't discuss AI applications, it shouldn't be selected for this topic."
rayyan-1273747562,Prediction of the minimum spacer thickness required for definitive radiotherapy with carbon ions and photons for pelvic tumors: An in silico planning study using virtual spacers,"We aimed to predict the minimum distance between a tumor and the gastrointestinal (GI) tract that can satisfy the dose constraint by creating simulation plans with carbon-ion (C-ion) radiotherapy (RT) and photon RT for each case assuming insertion of virtual spacers of various thicknesses. We enrolled 55 patients with a pelvic tumor adjacent to the GI tract. Virtual spacers were defined as the overlap volume between the GI tract and the volume expanded 7-17 mm from the gross tumor volume (GTV). Simulation plans (70 Gy in 35 fractions for at least 95% of the planning target volume [PTV]) were created with the lowest possible dose to the GI tract under conditions that meet the dose constraints of the PTV. We defined the minimum thickness of virtual spacers meeting D2 cc of the GI tract <50 Gy as 'MTS'. Multiple regression was used with explanatory variables to develop a model to predict MTS. We discovered that MTSs were at most 9 mm and 13 mm for C-ion RT and photon RT plans, respectively. The volume of overlap between the GI tract and a virtual spacer of 14 mm in thickness (OV14)-PTV was found to be the most important explanatory variable in the MTS prediction equation for both C-ion and photon RT plans. Multiple R2 values for the regression model were 0.571 and 0.347 for C-ion RT and photon RT plans, respectively. In conclusion, regression equations were developed to predict MTS in C-ion RT and photon RT.  © 2021 The Author(s). Published by Oxford University Press on behalf of The Japanese Radiation Research Society and Japanese Society for Radiation Oncology.",0,The article uses regression analysis to predict spacer thickness but does not employ AI methods in carbon ion therapy.,"Okay, so I need to determine whether this article should be included in a literature review about the applications of AI methods in carbon ion therapy. Let me read through the abstract carefully to understand what it's about. The title mentions predicting the minimum spacer thickness required for radiotherapy using carbon ions and photons. They used an in silico planning study with virtual spacers. The content talks about creating simulation plans for 55 patients, aiming to find the minimum distance between a tumor and the GI tract that satisfies dose constraints. They used virtual spacers of various thicknesses and created plans with C-ion RT and photon RT. They defined MTS as the minimum thickness where the GI tract's D2cc is less than 50 Gy. They developed regression models to predict MTS, finding that OV14-PTV was the most important variable. The R² values were 0.571 for C-ion and 0.347 for photon RT. So they created equations to predict MTS in both therapies. Now, considering the topic is about AI applications in carbon ion therapy, I need to see if this article uses any AI methods. From the abstract, it seems like they used regression analysis, which is a statistical method but not specifically an AI or machine learning technique. They didn't mention anything about algorithms, neural networks, or other AI tools. The study focuses on predicting spacer thickness using simulation and regression models, which are more traditional research methods rather than AI applications. Therefore, this article doesn't directly apply AI methods to carbon ion therapy. It's more of a predictive modeling study using conventional statistical techniques. So I should not include it in the literature review focused on AI applications."
rayyan-1273747563,Diffusing alpha-emitters radiation therapy: approximate modeling of the macroscopic alpha particle dose of a point source,"Diffusing alpha-emitters radiation therapy ('DaRT') is a new cancer-treatment modality, which enables treating solid tumors by alpha particles. The treatment utilizes implantable seeds embedded with a low activity of radium-224. Each seed continuously emits the short-lived alpha-emitting daughters of radium-224, which spread over several mm around it, creating a 'kill region' of high alpha-particle dose. DaRT is presently tested in clinical trials, starting with locally advanced and recurrent squamous cell carcinoma (SCC) of the skin and head and neck, with promising results with respect to both efficacy and safety. This work aims to provide a simple model which can serve as a zero-order approximation for DaRT dosimetry, allowing for calculating the macroscopic alpha particle dose of a point source, as a basis for more realistic source geometries. The model consists of diffusion equations for radon-220, lead-212 and bismuth-212, with the other short-lived daughters in local secular equilibrium. For simplicity, the medium is assumed to be homogeneous, isotropic and time-independent. Vascular effects are accounted for by effective diffusion and clearance terms. To leading order, the alpha particle dose can be described by simple analytic expressions, which shed light on the underlying physics. The calculations demonstrate that, for a reasonable choice of model parameters, therapeutic alpha-particle dose levels are obtained over a region measuring 4-7 mm in diameter for sources carrying a few Ci of radium-224. The model predictions served as the basis for treatment planning in the SCC clinical trial, where treatments employing DaRT seeds carrying 2 Ci of radium-224 and spaced 5 mm apart resulted in ∼ complete response of the treated tumors with no observed radiation-induced toxicity. The promising results of the SCC clinical trial indicate that in spite of its approximate nature, the simple diffusion-based dosimetry model provides a quantitative starting point for DaRT treatment planning. © 2020 Institute of Physics and Engineering in Medicine.",0,The article discusses a new cancer-treatment modality using diffusing alpha-emitters but does not mention AI methods or carbon ion therapy.,"Okay, so I need to determine whether this article should be included in a literature review on the applications of AI methods in carbon ion therapy. The abstract is about Diffusing alpha-emitters radiation therapy (DaRT), which uses radium-224 seeds to emit alpha particles for treating cancer. They developed a model using diffusion equations to approximate the dose distribution around these sources. The study talks about clinical trials with promising results but doesn't mention anything about AI methods or carbon ion therapy. Carbon ion therapy typically refers to using accelerated carbon ions for radiation treatment, which is different from DaRT's alpha-emitter approach. Since there's no connection to AI or carbon ions here, this article isn't relevant for the given topic."
rayyan-1273747564,The accuracy of helium ion CT based particle therapy range prediction: an experimental study comparing different particle and x-ray CT modalities,"This work provides a quantitative assessment of helium ion CT (HeCT) for particle therapy treatment planning. For the first time, HeCT based range prediction accuracy in a heterogeneous tissue phantom is presented and compared to single-energy x-ray CT (SECT), dual-energy x-ray CT (DECT) and proton CT (pCT). HeCT and pCT scans were acquired using the US pCT collaboration prototype particle CT scanner at the Heidelberg Ion-Beam Therapy Center. SECT and DECT scans were done with a Siemens Somatom Definition Flash and converted to RSP. A Catphan CTP404 module was used to study the RSP accuracy of HeCT. A custom phantom of 20 cm diameter containing several tissue equivalent plastic cubes was used to assess the spatial resolution of HeCT and compare it to DECT. A clinically realistic heterogeneous tissue phantom was constructed using cranial slices from a pig head placed inside a cylindrical phantom ( 150 mm). A proton beam (84.67 mm range) depth-dose measurement was acquired using a stack of GafchromicTM EBT-XD films in a central dosimetry insert in the phantom. CT scans of the phantom were acquired with each modality, and proton depth-dose estimates were simulated based on the reconstructions. The RSP accuracy of HeCT for the plastic phantom was found to be 0.3  0.1%. The spatial resolution for HeCT of the cube phantom was 5.9  0.4 lp cm-1 for central, and 7.6  0.8 lp cm-1 for peripheral cubes, comparable to DECT spatial resolution (7.7  0.3 lp cm-1 and 7.4  0.2 lp cm-1, respectively). For the pig head, HeCT, SECT, DECT and pCT predicted range accuracy was 0.25%, -1.40%, -0.45% and 0.39%, respectively. In this study, HeCT acquired with a prototype system showed potential for particle therapy treatment planning, offering RSP accuracy, spatial resolution, and range prediction accuracy comparable to that achieved with a commercial DECT scanner. Still, technical improvements of HeCT are needed to enable clinical implementation. © 2021 Institute of Physics and Engineering in Medicine.",0,The study evaluates different CT modalities for particle therapy range prediction but does not involve AI methods.,"Okay, so I need to determine whether this article should be included in the literature review on the applications of AI methods in carbon ion therapy. Let me read through the abstract carefully. The title mentions helium ion CT based particle therapy range prediction. Hmm, that's about using CT scans for treatment planning but specifically with helium ions. The content talks about comparing different CT modalities like HeCT, SECT, DECT, and pCT. They used a prototype scanner at the Heidelberg Ion-Beam Therapy Center. The study assesses RSP accuracy, spatial resolution, and range prediction accuracy of these methods. They found that HeCT's performance is comparable to DECT but still needs technical improvements for clinical use. Now, I'm trying to see if AI methods are involved here. The abstract doesn't mention any machine learning, algorithms, or computational models beyond the CT scanning techniques themselves. It seems more focused on the imaging modalities and their accuracy in range prediction rather than applying AI to improve therapy planning. Since the topic is about AI applications, this article might not be directly relevant unless it's using AI for image processing or something similar, which isn't indicated here. Therefore, I think this article doesn't fit the criteria because it lacks any mention of AI methods and focuses more on imaging techniques."
rayyan-1273747565,A Comparison Study of Machine Learning (Random Survival Forest) and Classic Statistic (Cox Proportional Hazards) for Predicting Progression in High-Grade Glioma after Proton and Carbon Ion Radiotherapy,"Background: Machine learning (ML) algorithms are increasingly explored in glioma prognostication. Random survival forest (RSF) is a common ML approach in analyzing time-to-event survival data. However, it is controversial which method between RSF and traditional cornerstone method Cox proportional hazards (CPH) is better fitted. The purpose of this study was to compare RSF and CPH in predicting tumor progression of high-grade glioma (HGG) after particle beam radiotherapy (PBRT). Methods: The study enrolled 82 consecutive HGG patients who were treated with PBRT at Shanghai Proton and Heavy Ion Center between 6/2015 and 11/2019. The entire cohort was split into the training and testing set in an 80/20 ratio. Ten variables from patient-related, tumor-related and treatment-related information were utilized for developing CPH and RSF for predicting progression-free survival (PFS). The model performance was compared in concordance index (C-index) for discrimination (accuracy), brier score (BS) for calibration (precision) and variable importance for interpretability. Results: The CPH model demonstrated a better performance in terms of integrated C-index (62.9%) and BS (0.159) compared to RSF model (C-index = 61.1%, BS = 0.174). In the context of variable importance, CPH model indicated that age (P = 0.024), WHO grade (P = 0.020), IDH gene (P = 0.019), and MGMT promoter status (P = 0.040) were significantly correlated with PFS in the univariate analysis; multivariate analysis showed that age (P = 0.041), surgical completeness (P = 0.084), IDH gene (P = 0.057), and MGMT promoter (P = 0.092) had a significant or trend toward the relation with PFS. RSF showed that merely IDH and age were of positive importance for predicting PFS. A final nomogram was developed to predict tumor progression at the individual level based on CPH model. Conclusions: In a relatively small dataset with HGG patients treated with PBRT, CPH outperformed RSF for predicting tumor progression. A comprehensive criterion with accuracy, precision, and interpretability is recommended in evaluating ML prognostication approaches for clinical deployment. © Copyright © 2020 Qiu, Gao, Yang, Hu, Hu, Kong and Lu.",0,The article compares machine learning methods with traditional statistics but does not focus on novel AI applications in carbon ion therapy.,"Okay, so I need to determine whether this article should be included in a literature review on the applications of AI methods in carbon ion therapy. The abstract is about comparing machine learning (specifically Random Survival Forest) with Cox Proportional Hazards for predicting tumor progression after proton and carbon ion radiotherapy. The study uses data from patients treated at Shanghai Proton and Heavy Ion Center, looking at factors like age, WHO grade, IDH gene, and MGMT promoter status to predict progression-free survival. They found that CPH performed better than RSF in their dataset. Now, considering the topic is about AI applications in carbon ion therapy, this article does discuss using ML methods (RSF) for predicting outcomes after such treatments. However, it's comparing ML with traditional statistical methods and doesn't focus solely on AI applications but rather evaluates them against each other. Also, since it's a comparison study, it might not be an original research article if it's just evaluating existing methods without introducing new AI techniques specific to carbon ion therapy. But wait, the study does apply RSF as part of their methodology in the context of carbon ion radiotherapy, which is relevant. However, the primary focus seems to be on comparing ML and CPH rather than showcasing a novel application of AI in carbon ion therapy. So, while it's related, it might not meet the criteria if we're looking for articles that specifically present new AI applications without being primarily comparative or methodological evaluations."
