key,title,abstract,decision,reason,thoughts
rayyan-1273747649,CANCER IN THE COUNTRIES OF THE SEE (BALKANS) REGION AND THE FUTURE PARTICLE THERAPY CENTER - SEEIIST,"Purpose. A recent initiative was launched for establishing the South-East European International Institute for Sustainable Technologies (SEEIIST), a pan European research infrastructure (RI) which will provide a cutting-edge technology for (a) radiotherapy treatment with accelerated protons and ions and (b) multidisciplinary fundamental research involving accelerated ion beams. To justify the initiative for building the SEEIIST facility for cancer treatment, a study was conducted to estimate the time progress of the cancer incidence and mortality due to cancer in the countries of the SEE region. Methods and materials. The demography and the economic development of the SEE region were studied in relation to their emigration rate (brain drain). Time development of the incidence and mortality were studied for the SEE countries from the data available at Globocan of the IARC@WHO. Cancer epidemiology data were collected and studied by using the countries' cancer datasheets from the World Health Organization (WHO). The top ten cancers were presented for the SEE countries and for the region as a whole. Results. From the available data it is evident that the incidence and the mortality, both grow with time in the SEE region, unlike in the developed European countries chosen for reference, where the mortality declines with time. The occurrence of breaking points in curves mortality vs. time is evident for all the analyzed SEE countries. Many of these points coincide with changes in the societal aspects (security, politics and/or economy). Conclusion. The emerging research infrastructure SEEIIST will mitigate the brain drain from SEE, and contribute in overcoming the historical friction in the turbulent Balkan region, offering research opportunities in many fields related to accelerated ions, foster, research, innovation and knowledge transfer, facilitate radiational therapy with particles to the cancer patients of the SEE region, reducing the growing cancer mortality, thereby. SEEIIST will be developed as a strong commitment of the SEE countries' governments and common effort in science diplomacy of the international community. The central research facility will be based in one of the ten SEE countries. In parallel with developing the principal RI, several SEEIIST HUBs and NETWORKs will be developed for different SEE countries in support to the SEEIIST sustainability. To provide sustainability of the SEEIIST RI, a GREEN energy HUB (Green power plant for powering SEEIIST) will be set. Also, an IT HUB (providing big data analysis, machine learning and artificial intelligence for SEEIIST), Imaging HUB (developing novel imaging solutions for ion therapy for SEEIIST), etc. Furthermore, several combined SEE and western European networks will be established, such as the Training network, Radiobiology Network, Network of Oncologists, Network of Veterinary scientists, with their central coordination offices located in different SEE countries, with the objective to start joint research related primarily to the cancer treatment but also to other research disciplines. © 2021 RAD Association. All rights reserved.",1,"The abstract discusses the establishment of a particle therapy center (SEEIIST) which includes applications of AI models for big data analysis and imaging solutions in ion therapy, relevant to carbon ion therapy.","Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully and break down what's being discussed here. The title mentions cancer in the Balkans region and a future particle therapy center called SEEIIST. From the content, they're talking about establishing this research infrastructure that will use accelerated protons and ions for radiotherapy treatment. They also mention multidisciplinary fundamental research involving these ion beams. So, it's definitely related to particle or ion therapy, which includes carbon ion therapy as a subset. Now, looking into whether AI models are being applied here. The abstract talks about several hubs they plan to develop, including an IT HUB that provides big data analysis, machine learning, and artificial intelligence for SEEIIST. They also mention imaging solutions specifically for ion therapy. So, the use of AI is mentioned in the context of supporting the research infrastructure, particularly through big data and machine learning. However, I need to assess if this application is directly related to carbon ion therapy or if it's more about the broader setup. The abstract doesn't go into specifics about how AI models are integrated into the treatment process itself, like improving radiation delivery or patient outcomes using AI. Instead, it seems that AI is part of the supporting infrastructure—helping with data analysis and possibly imaging for therapy planning. So while there's mention of AI within the context of ion therapy, it might not be a direct application focused solely on carbon ions but rather as part of a larger research and treatment framework. Therefore, I'm leaning towards categorizing this as 1 (YES) because it does involve applications of AI models in the broader particle therapy context, which includes carbon ion therapy. However, if the category is strictly about AI applications specifically for carbon ion therapy, then maybe it's more on the periphery. But given that the question is about applications in carbon ion therapy and the abstract mentions AI within this therapeutic area, even if not exclusively focused, I think it still qualifies."
rayyan-1273747654,Biological and clinical significance of radiomics features obtained from magnetic resonance imaging preceding pre-carbon ion radiotherapy in prostate cancer based on radiometabolomics,"Introduction: We aimed to investigate the feasibility of metabolomics to explain the underlying biological implications of radiomics features obtained from magnetic resonance imaging (MRI) preceding carbon ion radiotherapy (CIRT) in patients with prostate cancer and to further explore the clinical significance of radiomics features on the prognosis of patients, based on their biochemical recurrence (BCR) status. Methods: Metabolomic results obtained using high-performance liquid chromatography coupled with tandem mass spectrometry of urine samples, combined with pre-RT radiomic features extracted from MRI images, were evaluated to investigate their biological significance. Receiver operating characteristic (ROC) curve analysis was subsequently conducted to examine the correlation between these biological implications and clinical BCR status. Statistical and metabolic pathway analyses were performed using MetaboAnalyst and R software. Results: Correlation analysis revealed that methionine alteration extent was significantly related to four radiomic features (Contrast, Difference Variance, Small Dependence High Gray Level Emphasis, and Mean Absolute Deviation), which were significantly correlated with BCR status. The area under the curve (AUC) for BCR prediction of these four radiomic features ranged from 0.704 to 0.769, suggesting that the higher the value of these four radiomic features, the greater the decrease in methionine levels after CIRT and the lower the probability of BCR. Pre-CIRT MRI radiomic features were associated with CIRT-suppressed metabolites. Discussion: These radiomic features can be used to predict the alteration in the amplitude of methionine after CIRT and the BCR status, which may contribute to the optimization of the CIRT strategy and deepen the understanding of PCa. Copyright © 2023 Zhang, Zhang, Pei, Hu, Xue, Ning, Guo, Sun and Zhang.",1,"The abstract discusses the use of radiomics features from MRI images, which often involve AI models, to predict outcomes and optimize carbon ion radiotherapy strategies for prostate cancer patients.","Okay, so I need to determine if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY'. Let me read through it carefully. The title mentions radiomics features from MRI before carbon ion radiotherapy in prostate cancer. Radiomics involves extracting a large number of features from medical images, which is often done using AI models or machine learning algorithms. The content talks about combining metabolomic data with these radiomic features to predict biochemical recurrence (BCR) status after CIRT. They used statistical analyses and software like MetaboAnalyst and R, but the key part is that they're extracting and analyzing radiomic features from MRI images. Since AI models are commonly used in radiomics for feature extraction and analysis, this seems relevant. The study aims to optimize CIRT strategies by predicting outcomes using these features, which directly relates to applying AI in therapy optimization. So, I think it does fall under the applications of AI models in carbon ion therapy."
rayyan-1273747656,"Heavy charged particle beam therapy and related new radiotherapy technologies: The clinical potential, physics and technical developments required to deliver benefit for patients with cancer","In the UK, one in two people will develop cancer during their lifetimes and radiotherapy (RT) plays a key role in effective treatment. High energy proton beam therapy commenced in the UK National Health Service in 2018. Heavier charged particles have potential advantages over protons by delivering more dose in the Bragg peak, with a sharper penumbra, lower oxygen dependence and increased biological effectiveness. However, they also require more costly equipment including larger gantries to deliver the treatment. There are significant uncertainties in the modelling of relative biological effectiveness and the effects of the fragmentation tail which can deliver dose beyond the Bragg peak. These effects need to be carefully considered especially in relation to long-term outcomes. In 2019, a group of clinicians, clinical scientists, engineers, physical and life scientists from academia and industry, together with funding agency stakeholders, met to consider how the UK should address new technologies for RT, especially the use of heavier charged particles such as helium and carbon and new modes of delivery such as FLASH and spatially fractionated radiotherapy (SFRT). There was unanimous agreement that the UK should develop a facility for heavier charged particle therapy, perhaps constituting a new National Ion Research Centre to enable research using protons and heavier charged particles. Discussion followed on the scale and features, including which ions should be included, from protons through helium, boron, and lithium to carbon, and even oxygen. The consensus view was that any facility intended to treat patients must be located in a hospital setting while providing dedicated research space for physics, preclinical biology and clinical research with beam lines designed for both in vitro and in vivo research. The facility should to be able to investigate and deliver both ultra-high dose rate FLASH RT and SFRT (GRID, minibeams etc.). Discussion included a number of accelerator design options and whether gantries were required. Other potential collaborations might be exploited, including with space agencies, electronics and global communications industries and the nuclear industry. In preparation for clinical delivery, there may be opportunities to send patients overseas (for 12C or 4He ion therapy) using the model of the National Health Service (NHS) Proton Overseas Programme and to look at potential national clinical trials which include heavier ions, FLASH or SFRT. This could be accomplished under the auspices of NCRI CTRad (National Cancer Research Institute, Clinical and Translational Radiotherapy Research Working Group). The initiative should be a community approach, involving all interested parties with a vision that combines discovery science, a translational research capability and a clinical treatment facility. Barriers to the project and ways to overcome them were discussed. Finally, a set of different scenarios of features with different costs and timelines was constructed, with consideration given to the funding environment (prer-Covid-19) and need for cross-funder collaboration. © 2020 British Institute of Radiology. All rights reserved.",0,The abstract discusses the development and potential of heavy charged particle therapies but does not mention any applications of AI models in carbon ion therapy.,"Okay, so I'm trying to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully and see what it's about. The title mentions heavy charged particle beam therapy and new radiotherapy technologies, focusing on clinical potential, physics, and technical developments for cancer patients. The content talks a lot about different types of particles used in therapy, like protons, helium, carbon, etc., and discusses the advantages they have over traditional methods. It also goes into details about the equipment needed, uncertainties in modeling biological effectiveness, and the need for careful consideration regarding long-term outcomes. There's mention of a meeting where various professionals discussed how the UK should develop new RT technologies, including heavier charged particles and new delivery modes like FLASH and SFRT. They talked about setting up a National Ion Research Centre to handle both research and treatment, involving multiple stakeholders from academia, industry, and funding agencies. The abstract also touches on potential collaborations with other industries and sending patients abroad for therapy if needed. It ends by discussing different scenarios, costs, timelines, and the funding environment before COVID-19. Now, looking at all this, I don't see any mention of AI models or their applications in carbon ion therapy. The focus is more on the development of new radiotherapy technologies, particle types, equipment requirements, research facilities, collaborations, and funding aspects. There's a lot about physics, clinical potential, and technical developments but nothing specific about AI being used to enhance these therapies or improve outcomes through machine learning, predictive models, etc. So, based on this analysis, the abstract doesn't discuss AI applications in carbon ion therapy. It's more about the broader landscape of radiotherapy technologies and their implementation."
rayyan-1273747657,Particle Swarm Optimisation Applied to the Direct Aperture Optimisation Problem in Radiation Therapy,"Intensity modulated radiation therapy (IMRT) is one of the most used techniques for cancer treatment. Using a linear accelerator, it delivers radiation directly at the cancerogenic cells in the tumour, reducing the impact of the radiation on the organs surrounding the tumour. The complexity of the IMRT problem forces researchers to subdivide it into three sub-problems that are addressed sequentially. Using this sequential approach, we first need to find a beam angle configuration that will be the set of irradiation points (beam angles) over which the tumour radiation is delivered. This first problem is called the Beam Angle Optimisation (BAO) problem. Then, we must optimise the radiation intensity delivered from each angle to the tumour. This second problem is called the Fluence Map Optimisation (FMO) problem. Finally, we need to generate a set of apertures for each beam angle, making the intensities computed in the previous step deliverable. This third problem is called the Sequencing problem. Solving these three sub-problems sequentially allows clinicians to obtain a treatment plan that can be delivered from a physical point of view. However, the obtained treatment plans generally have too many apertures, resulting in long delivery times. One strategy to avoid this problem is the Direct Aperture Optimisation (DAO) problem. In the DAO problem, the idea is to merge the FMO and the Sequencing problem. Hence, optimising the radiation’s intensities considers the physical constraints of the delivery process. The DAO problem is usually modelled as a Mixed-Integer optimisation problem and aims to determine the aperture shapes and their corresponding radiation intensities, considering the physical constraints imposed by the Multi-Leaf Collimator device. In solving the DAO problem, generating clinically acceptable treatments without additional sequencing steps to deliver to the patients is possible. In this work, we propose to solve the DAO problem using the well-known Particle Swarm Optimisation (PSO) algorithm. Our approach integrates the use of mathematical programming to optimise the intensities and utilizes PSO to optimise the aperture shapes. Additionally, we introduce a reparation heuristic to enhance aperture shapes with minimal impact on the treatment plan. We apply our proposed algorithm to prostate cancer cases and compare our results with those obtained in the sequential approach. Results show that the PSO obtains competitive results compared to the sequential approach, receiving less radiation time (beam on time) and using the available apertures with major efficiency. © 2023 by the authors.",0,The abstract discusses Particle Swarm Optimization applied to radiation therapy planning for IMRT but does not specifically mention carbon ion therapy or AI models in that context.,"Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation therapy that uses carbon ions instead of traditional X-rays or protons. It's known for its precision in targeting tumors while sparing surrounding healthy tissue. AI models, on the other hand, are computational systems designed to make decisions and solve problems with human-like intelligence, often used in optimizing treatment plans or predicting outcomes in medical fields like oncology. Now, looking at the abstract provided: The title mentions Particle Swarm Optimization applied to Direct Aperture Optimisation (DAO) in radiation therapy. The content talks about IMRT (Intensity Modulated Radiation Therapy), which is a type of radiation therapy that uses linear accelerators. It discusses breaking down the treatment planning into sub-problems like Beam Angle Optimisation, Fluence Map Optimisation, and Sequencing. They propose using PSO to solve the DAO problem, aiming to reduce beam-on time and improve efficiency in delivering treatments for prostate cancer cases. So, IMRT is a broader category that includes various types of radiation therapy, not necessarily limited to carbon ions. The abstract doesn't specifically mention carbon ion therapy or any AI models beyond Particle Swarm Optimization, which is an optimization algorithm but not typically categorized as a traditional AI model like neural networks or deep learning algorithms. Therefore, while the work does apply an optimization technique (which could be considered under AI) to radiation therapy planning, it's focused on IMRT in general and doesn't specifically address carbon ion therapy. Hence, it might not fall directly into the 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY' category."
rayyan-1273747659,Mathematical modeling of glioma invasion and therapy approaches via kinetic theory of active particles,"A multiscale model for glioma spread in brain tissue under the influence of vascularization and vascular endothelial growth factors is proposed. It accounts for the interplay between the different components of the neoplasm and the healthy tissue and it investigates and compares various therapy approaches. Precisely, these involve radiotherapy and chemotherapy in a concurrent or adjuvant manner together with anti-angiogenic therapy affecting the vascular component of the system. We assess tumor growth and spread on the basis of diffusion tensor imaging (DTI) data, which allows us to reconstruct a realistic brain geometry and tissue structure, and we apply our model to real glioma patient data. In this latter case, a space-dependent radiotherapy description is considered using data about the corresponding isodose curves.  © 2023 World Scientific Publishing Company.",0,The abstract discusses mathematical modeling of glioma therapy approaches including radiotherapy but does not specifically mention or focus on applications involving AI models in carbon ion therapy.,"Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. The title mentions mathematical modeling of glioma invasion and therapy approaches using kinetic theory of active particles. Glioma is a type of brain cancer, so this seems related to medical treatments. The content talks about a multiscale model for how glioma spreads in the brain, considering factors like vascularization and growth factors. They're looking at different therapy methods: radiotherapy, chemotherapy, and anti-angiogenic therapy. They also use DTI data to reconstruct brain geometry and apply their model to real patient data with space-dependent radiotherapy descriptions using isodose curves. Now, carbon ion therapy is a specific type of radiation therapy that uses carbon ions instead of traditional X-rays or protons. It's known for better dose distribution and sparing healthy tissues. The abstract here discusses radiotherapy in general but doesn't specifically mention carbon ions. They're modeling different therapies, including radiotherapy, but without specifying the modality used. So, while it's about therapy applications, it's not focused on AI models applied to carbon ion therapy specifically. Therefore, this might not fit into the category we're looking for."
rayyan-1273747660,A hybrid numerical approach to the propagation of charged particle beams through matter for hadron therapy beamline simulations,"In hadron therapy beamlines, passive elements are used to reduce the beam energy or to shape its transverse profile and frequently complement the magnetic transport channel elements. In particular, cyclotron-based facilities feature energy degraders to tailor the energy to the treatment value. As such, the numerical modeling of hadron therapy beamlines is crucially reliant on the accuracy of the available beam–matter interaction models to simulate the beam properties at levels suitable for clinical applications. While integrated Monte Carlo codes reach these accuracy levels, ultra-fast numerical codes are essential for beam commissioning controls applications or fast iterative optimization of new designs. To that end, we propose a novel effective model to compute the beam–matter interactions in a hybrid fashion, using tabulated range tables, the semi-analytical Fermi–Eyges approximation, and fits extracted from Monte Carlo data. In this work, we detail the method and benchmark each step with Geant4 simulations. Finally, we validate its accuracy with beam-based measurements from a proton therapy facility using our Python-language implementation which is shown to provide computation time of the order of milliseconds. The results are discussed in detail. © 2022",0,"The abstract focuses on numerical modeling and hybrid approaches for simulating charged particle beams in hadron therapy, not specifically applying AI models to carbon ion therapy.","Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation therapy that uses carbon ions instead of protons or X-rays. It's known for being more precise and causing less damage to surrounding tissues, which makes it valuable in treating certain cancers. AI models, on the other hand, are computational tools that can learn patterns from data and make predictions or decisions without explicit programming. Applications here would involve using AI to improve some aspect of carbon ion therapy, like treatment planning, beam control, or patient outcomes. Now, looking at the abstract provided: The title mentions a hybrid numerical approach for charged particle beams in hadron therapy simulations. Hadron therapy includes both proton and heavier ions like carbon. The content talks about passive elements used in beamlines to shape the beam's energy and profile. It discusses numerical modeling crucial for clinical applications, mentioning Monte Carlo codes and ultra-fast numerical codes for commissioning controls or design optimization. They propose a new effective model combining range tables, Fermi-Eyges approximation, and fits from Monte Carlo data. The method is benchmarked against Geant4 simulations and validated with beam measurements from a proton therapy facility. Their Python implementation shows computation times in milliseconds. So, the focus here seems to be on developing numerical models for simulating hadron therapy beams, specifically using a combination of existing methods (like Fermi-Eyges) and Monte Carlo data. They're aiming for accuracy while maintaining computational efficiency. Now, does this involve AI models? The abstract doesn't mention machine learning, neural networks, or any other AI techniques. It's more about numerical methods and hybrid approaches combining different physical models. While the goal is to improve beamline simulations for clinical applications, which could be part of hadron therapy (including carbon ion), the specific application here isn't leveraging AI. Instead, it's using traditional computational physics methods. Therefore, this abstract doesn't fall under 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' It's more about numerical simulation techniques in hadron therapy beamlines without involving AI models."
rayyan-1273747661,Progress Toward TURBO: A Novel Beam Delivery System for Charged Particle Therapy,"TURBO – Technology for Ultra Rapid Beam Operation – is a novel beam delivery system (BDS) in development at the University of Melbourne. The BDS determines several aspects of treatment delivery where a key bottleneck is the deadtime associated with beam energy variation. Beamlines at treatment facilities have a ±1% momentum acceptance range, requiring all the magnetic fields to adjust to deliver different energy beams at multiple depths in the tumour volume. A BDS using Fixed Field Alternating Gradient (FFA) optics could reduce the energy layer switching time (ELST) by enabling the transport of a large range of beam energies within the same fixed fields. We present recent progress and ongoing developments with TURBO, a proof-of-concept demonstrator adapted for low energy protons. Characterisation measurements were performed to determine realistic parameters for beam transport and particle tracking modelling. Simulation and experimental studies are shown for an energy degrader. We mention considerations of canted-cosine-theta magnets and further work to explore the clinical feasibility of a scaled-up BDS for charged particle therapy. © 2024 Institute of Physics Publishing. All rights reserved.",0,"The abstract discusses a novel beam delivery system for charged particle therapy but does not mention any AI models or their applications, particularly in carbon ion therapy.","Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully. The title is about a new beam delivery system called TURBO for charged particle therapy. The content talks about reducing deadtime in beam energy variation, using fixed field alternating gradient optics to decrease energy layer switching time. They mention simulations and experiments with an energy degrader and discuss clinical feasibility of scaling up the system. Nowhere do they mention AI models or carbon ions specifically. It's more about the mechanical and engineering aspects of the beam delivery system. So I don't think it fits into the applications of AI in carbon ion therapy because there's no discussion of AI techniques or their application here."
rayyan-1273747662,Predictive Factors for Adverse Event Outcomes After Transarterial Radioembolization with Yttrium-90 Resin Microspheres in Europe: Results from the Prospective Observational CIRT Study,"Background: Using data collected in the prospective observational study CIRSE Registry for SIR-Spheres Therapy, the present study aimed at identifying predictors of adverse events (AEs) following transarterial radioembolization (TARE) with Yttrium-90 resin microspheres for liver tumours. Methods: We analysed 1027 patients enrolled between January 2015 and December 2017 and followed up for 24 months. Four hundred and twenty-two patients with hepatocellular carcinoma (HCC), 120 with intrahepatic carcinoma (ICC), 237 with colorectal liver metastases and 248 with liver metastases from other primaries were included. Prognostic factors were calculated with a univariable analysis by using the overall AEs burden score (AEBS). Results: All-cause AEs were reported in 401/1027 (39.1%) patients, with AEs associated with TARE, such as abdominal pain (16.6%), fatigue (17%), and nausea (11.7%) reported most frequently. Grade 3 or higher AEs were reported in 92/1027 (9%) patients. Reports on grade ≥ 3 gastrointestinal ulcerations (0.4%), gastritis (0.3%), radiation cholecystitis (0.2%) or radioembolization-induced liver disease (0.5%) were uncommon. Univariable analysis showed that in HCC, AEBS increased for Eastern Cooperative Oncology Group (ECOG) 0 (p = 0.0045), 1 tumour nodule (0.0081), > 1 TARE treatment (p = 0.0224), no prophylactic embolization (p = 0.0211), partition model dosimetry (p = 0.0007) and unilobar treatment target (0.0032). For ICC, > 1 TARE treatment was associated with an increase in AEBS (p = 0.0224), and for colorectal liver metastases, ECOG 0 (p = 0.0188), > 2 prior systemic treatments (p = 0.0127), and 1 tumour nodule (p = 0.0155) were associated with an increased AEBS. Conclusion: Our study confirms that TARE is a safe treatment with low toxicity and a minimal impact on quality of life. © 2023, The Author(s).",0,"The study focuses on predictive factors for adverse events after transarterial radioembolization with Yttrium-90, not involving AI models or carbon ion therapy.","Okay, so I need to determine whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me break it down step by step. First, I'll read through the abstract carefully to understand what it's about. The title mentions predictive factors for adverse events after a procedure called transarterial radioembolization using Yttrium-90 resin microspheres in Europe. The study is part of something called the CIRT Study. From the content, they're looking at patients who underwent this treatment and analyzing various factors that might predict adverse events. They used data from 1027 patients over a couple of years, looking into different types of liver tumors and their outcomes. The methods involve statistical analysis to find predictors using something called AEBS (adverse event burden score). The results show the incidence of various adverse events and which factors were associated with higher AEBS in different patient groups. The conclusion states that TARE is a safe treatment with low toxicity. Now, I need to see if this relates to AI models or carbon ion therapy. Carbon ion therapy is a type of radiation therapy that uses carbon ions instead of traditional X-rays. It's known for being more precise and causing less damage to surrounding tissues. On the other hand, AI models in this context would refer to machine learning algorithms used to improve treatment planning, predict outcomes, or assist in decision-making processes related to carbon ion therapy. Looking back at the abstract, the procedure mentioned is transarterial radioembolization with Yttrium-90 microspheres. This sounds like a different type of radiation therapy, specifically using radioactive resin microspheres injected into the arteries supplying the liver tumors. It's not carbon ion therapy; instead, it uses yttrium-90, which is a different radioactive material. The study focuses on identifying predictors for adverse events after this specific treatment. There's no mention of AI models or any machine learning techniques being applied here. They're using statistical methods to analyze the data and find correlations between patient factors and adverse event outcomes. Therefore, while it's related to radiation therapy, it doesn't involve carbon ion therapy or the application of AI models in that context. So, based on this analysis, I would categorize this abstract as not falling under 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.'"
rayyan-1273747663,Particle filter de-noising of voxel-specific time-activity-curves in personalized 177Lu therapy,"Background: Currently, there is a high interest in 177Lu targeted radionuclide therapies, which could be attributed to favorable results obtained from 177Lu compounds targeting neuro-endocrine and prostate tumors. SPECT based dosimetry could be used for deriving dose values for individual voxels, as is the standard in external-beam radiation-therapy (EBRT). For this a time-activity-curve (TAC) at voxel resolution and also a voxel-wise modeling of radiation energy deposition are necessary. But a voxel-wise determination of TACs is problematic, since several confounding factors exist, such as e.g. poor count-statistics or registration inaccuracies, which add noise to the observed activity states. A particle filter (PF) is a class of methods which applies regularization based on a model of the temporal evolution of activity states. The aim of this study is to introduce the application of PFs for de-noising of per-voxel time-activity curves. Methods: We applied a PF for de-noising the TACs of 26 patients, who underwent 177Lu-DOTATOC or -PSMA therapy. The TACs were obtained from fully-quantitative, serial SPECT(/CT) data, acquired at 4 h, 24 h, 48 h, 72 h p.i. The model used in the PF was a mono-exponential decay and its free parameters were determined based on objective criteria. The time-integrated activities (TIA) resulting from the PF (PFF) were compared to the results of a mono-exponential fit (SF) of individual voxels in several volumes of interest (kidneys, spleen, tumors). Additionally, an organ-averaged TIA was derived from whole-organ VOIs and subsequent curve-fitting. This whole-organ TIA was also compared to the whole-organ TIAs obtained from summation of the voxel-wise TIAs from PFF and SF. Results: The number of particles was set to 1000. Optimal values for noise of observations and noise of the model were 0.25 and 0.5, respectively. The deviation of whole-organ TIAs from conventional organ-based dosimetry and the summation of the voxel-wise TIAs was substantial for SF (kidneys −22.3%, spleen −49.6%, tumor −60.0%), as well as for PFF (kidneys −37.1%, spleen −57.9%, tumor −70.9%). The distribution of voxel-wise half-lives resulting from the PFF method was considerably closer to the organ-averaged value, and the number of implausibly long half-lives (>physical HL) was reduced. Conclusion: The PFF leads to voxel-wise half-lives, which are more plausible than those resulting from SF. However, one has to admit that voxel-wise fitting generally leads to considerable deviations from the organ-averaged TIA as obtained by conventional whole-organ evaluation. Unfortunately, we did not have ground-truth TIA of our patient data and proper ground-truth could even be impossible to obtain. Nevertheless, there are strong indicators that particle filtering can be used for reducing voxel-wise TAC noise. © 2019",0,"The study focuses on particle filter de-noising of time-activity curves for 177Lu therapy, which is a radionuclide therapy, not carbon ion therapy.","Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment that uses carbon ions instead of traditional X-rays or protons. It's known for being more precise and causing less damage to surrounding tissues, which makes it useful in treating certain types of cancers. AI models, on the other hand, are computational systems designed to perform tasks that typically require human intelligence, like learning from data, making decisions, or recognizing patterns. So when we talk about applications of AI models in carbon ion therapy, we're looking for instances where AI is being used to enhance or improve the processes involved in this specific type of radiation treatment. Now, let's look at the abstract provided. The title is "
rayyan-1273747664,Spatial mapping of the biologic effectiveness of scanned particle beams: Towards biologically optimized particle therapy,"The physical properties of particles used in radiation therapy, such as protons, have been well characterized, and their dose distributions are superior to photon-based treatments. However, proton therapy may also have inherent biologic advantages that have not been capitalized on. Unlike photon beams, the linear energy transfer (LET) and hence biologic effectiveness of particle beams varies along the beam path. Selective placement of areas of high effectiveness could enhance tumor cell kill and simultaneously spare normal tissues. However, previous methods for mapping spatial variations in biologic effectiveness are time-consuming and often yield inconsistent results with large uncertainties. Thus the data needed to accurately model relative biological effectiveness to guide novel treatment planning approaches are limited. We used Monte Carlo modeling and high-content automated clonogenic survival assays to spatially map the biologic effectiveness of scanned proton beams with high accuracy and throughput while minimizing biological uncertainties. We found that the relationship between cell kill, dose, and LET, is complex and non-unique. Measured biologic effects were substantially greater than in most previous reports, and non-linear surviving fraction response was observed even for the highest LET values. Extension of this approach could generate data needed to optimize proton therapy plans incorporating variable RBE.",0,"The abstract focuses on proton therapy and biological effectiveness mapping using Monte Carlo modeling, not specifically applying AI models to carbon ion therapy.","Okay, so I need to figure out if this abstract falls under the category of APPLICATIONS OF AI MODELS IN CARBON ION THERAPY. Let me read through it carefully. The title mentions spatial mapping of biologic effectiveness using scanned particle beams and aims for biologically optimized therapy. The content talks about protons in radiation therapy, their physical properties, and how they might have biological advantages not yet utilized. It discusses the variation in LET (linear energy transfer) along the beam path and how this affects tumor cell kill versus sparing normal tissues. Previous methods are time-consuming with uncertainties, so they used Monte Carlo modeling and automated assays to map biologic effectiveness accurately. They found complex relationships between cell kill, dose, and LET, with higher measured effects than before. The extension could help optimize proton therapy plans with variable RBE (relative biological effectiveness). Now, the question is whether this uses AI models in carbon ion therapy. Carbon ions are a type of particle used in therapy, but the abstract here specifically mentions protons. It does talk about modeling and data analysis methods like Monte Carlo simulations, which can involve computational models, but not necessarily AI or machine learning. The focus seems more on biological effectiveness mapping rather than applying AI to improve carbon ion therapy techniques. So, I think this doesn't fall under applications of AI models in carbon ion therapy because it's about protons and uses general modeling techniques without specific AI applications."
