key,title,abstract,decision,reason,thoughts
rayyan-1273747572,Modeling Cell and Tumor-Metastasis Dosimetry with the Particle and Heavy Ion Transport Code System (PHITS) Software for Targeted Alpha-Particle Radionuclide Therapy,"The use of targeted radionuclide therapy for cancer is on the rise. While beta-particle-emitting radionuclides have been extensively explored for targeted radionuclide therapy, alpha-particle-emitting radionuclides are emerging as effective alternatives. In this context, fundamental understanding of the interactions and dosimetry of these emitted particles with cells in the tumor microenvironment is critical to ascertaining the potential of alpha-particle-emitting radionuclides. One important parameter that can be used to assess these metrics is the S-value. In this study, we characterized several alpha-particle-emitting radionuclides (and their associated radionuclide progeny) regarding S-values in the cellular and tumor-metastasis environments. The Particle and Heavy Ion Transport code System (PHITS) was used to obtain S-values via Monte Carlo simulation for cell and tumor metastasis resulting from interactions with the alpha-particle-emitting radionuclides, lead-212 (212Pb), actinium-225 (225Ac) and bismuth-213 (213Bi); these values were compared to the beta-particle-emitting radionuclides yttrium-90 (90Y) and lutetium-177 (177Lu) and an Auger-electron-emitting radionuclide indium-111 (111In). The effect of cellular internalization on S-value was explored at increasing degree of internalization for each radionuclide. This aspect of S-value determination was further explored in a cell line-specific fashion for six different cancer cell lines based on the cell dimensions obtained by confocal microscopy. S-values from PHITS were in good agreement with MIRDcell S-values (cellular S-values) and the values found by Hindié et al. (tumor S-values). In the cellular model, 212Pb and 213Bi decay series produced S-values that were 50- to 120-fold higher than 177Lu, while 225Ac decay series analysis suggested S-values that were 240- to 520-fold higher than 177Lu. S-values arising with 100% cellular internalization were two- to sixfold higher for the nucleus when compared to 0% internalization. The tumor dosimetry model defines the relative merit of radionuclides and suggests alpha particles may be effective for large tumors as well as small tumor metastases. These results from PHITS modeling substantiate emerging evidence that alpha-particle-emitting radionuclides may be an effective alternative to beta-particle-emitting radionuclides for targeted radionuclide therapy due to preferred dose-deposition profiles in the cellular and tumor metastasis context. These results further suggest that internalization of alpha-particle-emitting radionuclides via radiolabeled ligands may increase the relative biological effectiveness of radiotherapeutics. © 2018 by Radiation Research Society.",0,The abstract discusses modeling dosimetry for alpha-particle radionuclide therapy using PHITS software and does not mention AI methods or carbon ion therapy.,"Okay, so I need to figure out if this article is about applying AI methods in carbon ion therapy based on its abstract. Let me read through the abstract carefully. The title mentions modeling cell and tumor-metastasis dosimetry using PHITS software for targeted alpha-particle radionuclide therapy. Hmm, that sounds like it's focused on radiation therapy but specifically with alpha particles, not carbon ions. Carbon ion therapy is a different modality, usually involving heavier ions like carbon or protons, right? So the article here is about alpha particles, which are helium nuclei, used in targeted radionuclide therapy. The content talks about using PHITS software for Monte Carlo simulations to calculate S-values, comparing alpha-emitting radionuclides with beta and Auger-electron emitters. They discuss cellular internalization effects on these values across different cancer cell lines. There's no mention of AI methods or machine learning techniques here. It seems more like a physics-based simulation study rather than applying any AI applications. Carbon ion therapy wasn't mentioned at all; instead, it's about alpha particles in radionuclide therapy. So based on this, the article doesn't discuss AI methods in carbon ion therapy. Therefore, the answer should be '0' with a reason that it focuses on alpha-particle radionuclides without mentioning AI or carbon ions."
rayyan-1273747574,Potential of a Second-Generation Dual-Layer Spectral CT for Dose Calculation in Particle Therapy Treatment Planning,"In particle therapy treatment planning, dose calculation is conducted using patient-specific maps of tissue ion stopping power ratio (SPR) to predict beam ranges. Improving patient-specific SPR prediction is therefore essential for accurate dose calculation. In this study, we investigated the use of the Spectral CT 7500, a second-generation dual-layer spectral computed tomography (DLCT) system, as an alternative to conventional single-energy CT (SECT) for patient-specific SPR prediction. This dual-energy CT (DECT)-based method allows for the direct prediction of SPR from quantitative measurements of relative electron density and effective atomic number using the Bethe equation, whereas the conventional SECT-based method consists of indirect image data-based prediction through the conversion of calibrated CT numbers to SPR. The performance of the Spectral CT 7500 in particle therapy treatment planning was characterized by conducting a thorough analysis of its SPR prediction accuracy for both tissue-equivalent materials and common non-tissue implant materials. In both instances, DLCT was found to reduce uncertainty in SPR predictions compared to SECT. Mean deviations of 0.7% and 1.6% from measured SPR values were found for DLCT- and SECT-based predictions, respectively, in tissue-equivalent materials. Furthermore, end-to-end analyses of DLCT-based treatment planning were performed for proton, helium, and carbon ion therapies with anthropomorphic head and pelvic phantoms. 3D gamma analysis was performed with ionization chamber array measurements as the reference. DLCT-predicted dose distributions revealed higher passing rates compared to SECT-predicted dose distributions. In the DLCT-based treatment plans, measured distal-edge evaluation layers were within 1 mm of their predicted positions, demonstrating the accuracy of DLCT-based particle range prediction. This study demonstrated that the use of the Spectral CT 7500 in particle therapy treatment planning may lead to better agreement between planned and delivered dose compared to current clinical SECT systems. Copyright © 2022 Longarino, Kowalewski, Tessonnier, Mein, Ackermann, Debus, Mairani and Stiller.",0,The article discusses improvements in dose calculation using a dual-layer spectral CT system but does not mention any application of AI methods.,"Okay, so I need to figure out if this article is about the application of AI methods in carbon ion therapy based on its abstract. Let me read through the abstract carefully. The title mentions 'Potential of a Second-Generation Dual-Layer Spectral CT for Dose Calculation in Particle Therapy Treatment Planning.' So it's talking about using a specific type of CT scanner for dose calculation in particle therapy, which includes proton, helium, and carbon ion therapies. The content describes how they used this DLCT system to predict SPR (Stopping Power Ratio) more accurately than SECT. They compared the performance and found that DLCT reduces uncertainty in SPR predictions. They also did end-to-end analyses with different types of ion therapies using phantoms and measured dose distributions, showing better results with DLCT. Nowhere in the abstract do they mention AI methods or any machine learning techniques. The focus is on improving dose calculation through a better imaging technology rather than applying AI algorithms. So even though it's related to particle therapy, specifically carbon ion therapy, it doesn't discuss AI applications. Therefore, the answer should be '0' for NO."
rayyan-1273747576,Development of Ultra-High Dose-Rate (FLASH) Particle Therapy,"Research efforts in FLASH radiotherapy (FLASH-RT) have increased at an accelerated pace recently. FLASH-RT involves ultra-high dose rates and has been shown to reduce toxicity to normal tissue while maintaining tumor response in preclinical studies when compared to conventional dose rate radiotherapy. The goal of this review is to summarize the studies performed to date with proton, electron, and heavy-ion FLASH-RT, with particular emphasis on the physical aspects of each study and the advantages and disadvantages of each modality. Beam delivery parameters, experimental setup, and the dosimetry tools used are described for each FLASH modality. In addition, modeling efforts and treatment planning for FLASH-RT are discussed along with potential drawbacks when translated into the clinical setting. The final section concludes with further questions that have yet to be answered before safe clinical implementation of FLASH-RT.  © 2017 IEEE.",0,The abstract focuses on ultra-high dose-rate (FLASH) radiotherapy with various particles but does not mention any application of AI methods.,"Okay, so I need to figure out if this article is about applying AI methods in carbon ion therapy. Let me read the abstract carefully. The title mentions 'Development of Ultra-High Dose-Rate (FLASH) Particle Therapy.' Hmm, that sounds like a specific type of radiation therapy but not necessarily AI-related. The content talks about research efforts in FLASH radiotherapy, which uses ultra-high dose rates to reduce toxicity while maintaining tumor response. They discuss proton, electron, and heavy-ion modalities, focusing on physical aspects, beam delivery, experimental setups, dosimetry tools, modeling, and treatment planning. There's also mention of potential clinical implementation challenges and unanswered questions. Nowhere in the abstract do they mention AI methods or any application of machine learning or artificial intelligence techniques. It seems more focused on the physics and clinical aspects of different particle therapies rather than integrating AI into these treatments. So based on this, I don't think the article discusses AI applications in carbon ion therapy."
rayyan-1273747577,Predictive role of Apparent Diffusion Coefficient (ADC) from Diffusion Weighted MRI in patients with sacral chordoma treated with carbon ion radiotherapy (CIRT) alone,"Purpose: To evaluate if baseline ADC from DWI sequences could predict response to treatment in patients with sacral chordoma not suitable for surgery treated with carbon ion radiotherapy (CIRT) alone compared with volume changes. Methods: Fifty-nine patients with sacral chordoma not suitable for surgery underwent one cycle of CIRT alone and a minimum of 12-months follow-up. All patients underwent MRI before treatment (baseline), every three months in the first two years after treatment, and every six months afterwards. For each MRI, lesion volume was obtained and median, kurtosis, and skewness ADC were analyzed within the whole lesion volume. Volume changes between baseline and the last available follow-up were used to divide patients with partial response, progression of disease and stable disease (PR, PD, and SD). Results: Ten patients were excluded since DWI sequences from baseline MRI were not available. ADC maps obtained from baseline DWI examinations of 50 lesions in the remaining 49 patients were considered. Seven lesions were categorized as PD, 30 PR, and 13 SD. PD showed significantly higher median ADC values at baseline (p = 0.003) compared with both PR and SD (1665vs1253vs1263 *10−6 mm²/s), and more negative skewness values (-0.26vs0.26vs0.08), although not significantly different (p = 0.16). Conclusions: Preliminary results suggest that baseline ADC could predict response to treatment with CIRT, particularly to detect potential non-responder patients. © 2020 Elsevier B.V.",0,The abstract focuses on using MRI diffusion metrics to predict treatment response but does not mention any AI methods or their application in carbon ion therapy.,"Okay, so I need to figure out if this article is about the application of AI methods in carbon ion therapy. Let me read through the abstract carefully. The title mentions using ADC from DWI MRI in patients treated with CIRT. The purpose is to evaluate if baseline ADC can predict treatment response compared to volume changes. They used 59 patients, analyzed MRI data over time, looked at ADC metrics like median, kurtosis, and skewness. Results showed that higher ADC was linked to worse outcomes. Conclusions suggest ADC could help predict responses, especially identifying non-responders. Now, where's the AI part? The abstract talks about statistical analysis of ADC values but doesn't mention any machine learning, algorithms, or AI techniques. It seems more like a traditional medical imaging study without applying AI methods. So, I don't think this article discusses AI applications in CIRT."
rayyan-1273747578,Imaging-based individualized response prediction of carbon ion radiotherapy for prostate cancer patients,"Purpose: To explore the value of the pre-treatment MRI radiomic features in individualized prediction of the therapeutic response of carbon ion radiotherapy (CIRT) for prostate cancer patients. Patients and methods: Twenty-three patients with localized prostate cancer treated by CIRT were enrolled for analysis. Prostate tumors were manually delineated on T2-weighted (T2w) images and apparent diffusion coefficient (ADC) maps acquired before CIRT. Abundant radiomic features were extracted from the delineations, which were randomly deformed to account for delineation uncertainty. The robust features were selected and then compared between patient groups of different CIRT responses. Support vector machine (SVM) was subsequently applied to demonstrate the role of the radiomic features to predict individualized CIRT response in the way of artificial intelligence. Results: Radiomic features from ADC had significantly higher intra-correlation coefficient (ICC) (0.71±0.28) than T2w features (0.60±0.31) (p<0.01), indicating higher robustness of ADC features against delineation uncertainty. More features were excellently robust in ADC (58.2% of all the radiomic feature candidates, compared to 41.3% in T2w). By combining the excellently robust radiomic features of T2w and ADC, SVM achieved high performance to predict individualized therapeutic response of CIRT, ie, area-under-curve (AUC) = 0.88. Conclusion: Radiomic features extracted from T2w and ADC images displayed great robustness to quantify the tumor characteristics of prostate cancer and high accuracy to predict the individualized therapeutic response of CIRT. After further validation, the selected radiomic features may become potential imaging biomarkers in the management of prostate cancer through CIRT. © 2019 Wu et al.",1,"The article applies AI methods, specifically Support Vector Machine (SVM), to predict individualized therapeutic responses to carbon ion radiotherapy using radiomic features from MRI images.","Okay, so I need to determine if this article is about applying AI methods in carbon ion therapy. Let me read the abstract carefully. The title mentions 'imaging-based individualized response prediction' for carbon ion radiotherapy (CIRT) in prostate cancer patients. That sounds relevant because it's using imaging data to predict how patients will respond to CIRT, which involves AI techniques like radiomics and machine learning models. In the content section, they talk about extracting radiomic features from MRI images—T2-weighted and ADC maps. Radiomics is definitely an area where AI methods are applied because it involves analyzing large amounts of image data to find patterns that predict outcomes. They used Support Vector Machine (SVM), which is a machine learning algorithm, to predict therapeutic responses. SVM falls under AI, so this shows they're applying AI methods here. The results show high performance with an AUC of 0.88, indicating the model works well. The conclusion mentions that these radiomic features could become imaging biomarkers for managing prostate cancer through CIRT. So overall, the article is using AI (specifically SVM and radiomics) to predict how patients will respond to carbon ion therapy. Therefore, it does discuss an application of AI methods in CIRT."
rayyan-1273747584,Dosimetric parameters predictive of nasolacrimal duct obstruction after carbon-ion radiotherapy for head and neck carcinoma,"Background and purpose: Little information is available on the risk factors for nasolacrimal duct obstruction after radiotherapy for head and neck tumors. We investigated the incidence and predictive dosimetric parameters for nasolacrimal duct obstruction following carbon-ion radiotherapy for head and neck tumors. Materials and methods: Twenty-eight patients with head and neck non-squamous cell carcinoma were analyzed in this single-institution prospective study. More than half of the tumors were located in the nasal cavity and maxillary sinus. Carbon-ion radiotherapy consisting of 57.6 or 64.0 Gy(relative biological effectiveness; RBE) in 16 fractions was administered. Nasolacrimal duct obstruction was recorded according to Common Terminology Criteria for Adverse Events version 4.0. Cutoff values were determined using receiver operating characteristic (ROC) curve analysis. VX indicates the volume irradiated with X Gy(RBE). Results: The median follow-up period was 60.3 months. Incidences of Grade 1 and 2 nasolacrimal duct obstructions were 46% (13/28) and 7% (2/28), respectively; no Grade 3 or greater toxicities were recorded. Throughout the dose range, the volumes of the irradiated nasolacrimal ducts were significantly higher in the obstruction-positive patients than in the obstruction-negative patients (p < 0.001 for V10, V20, V30, V40, V50, and V60). Cutoff values determined by the ROC curve analysis classified the obstruction-positive patients with an accuracy of >96% over the entire range of V10–V60. Conclusion: The incidence and predictive dosimetric parameters for nasolacrimal duct obstruction after carbon-ion radiotherapy were demonstrated in a prospective cohort. These data should help optimize carbon-ion radiotherapy treatments for patients with head and neck tumors. © 2019 The Authors",0,"The abstract focuses on identifying dosimetric parameters for predicting nasolacrimal duct obstruction after carbon-ion radiotherapy, without mentioning any AI methods or applications.","Okay, so I need to figure out if this article is about the application of AI methods in carbon ion therapy. Let me read through the abstract carefully. The title mentions dosimetric parameters predictive of nasolacrimal duct obstruction after carbon-ion radiotherapy. So it's looking at how certain radiation doses relate to a specific side effect, which is obstruction in the nasolacrimal ducts. The background says there's little info on risk factors for this condition post-radiotherapy. They studied 28 patients with head and neck tumors, using carbon-ion therapy. They measured various dosimetric parameters like V10, V20 up to V60, which are volumes of the duct irradiated at different dose levels. The results show that higher volumes were associated with obstruction, and they used ROC curve analysis to find cutoff values for prediction. The conclusion is about optimizing carbon-ion therapy based on these findings. Nowhere in this abstract do I see any mention of AI methods or techniques like machine learning, neural networks, etc. It's more about statistical analysis of dosimetric data to predict side effects. So the article doesn't discuss applying AI in carbon ion therapy; it's focused on traditional dosimetry and predictive modeling without AI involvement."
rayyan-1273747586,Cell survival prediction in hadrontherapy with the NanOx biophysical model,"Biophysical models are useful tools for predicting the biological effects of ionizing radiation. From a practical point of view, these models can help clinicians to optimize the radiation absorbed dose delivered to patients in particle therapy. The biophysical model NanOx was recently developed to predict cell survival fractions in the context of radiotherapy. The model takes into account the stochastic nature of radiation at different levels and considers as well the accumulation of radio-induced oxidative stress in cells caused by reactive chemical species. We show in this work how the general formalism of NanOx is adapted to hadrontherapy applications. We then use NanOx to compute the cell survival fractions for three cell lines (V79, CHO-K1 and HSG) in response to carbon ions of different energies, and benchmark the predictions against experimental data. The results attest that NanOx provides a good description of both the overkill effect and the evolution of the shoulders of cell survival curves with linear energy transfer. Copyright © 2022 Alcocer-Ávila, Monini, Cunha, Testa and Beuve.",0,The abstract discusses a biophysical model for predicting cell survival in hadrontherapy but does not mention any AI methods or their application.,"Okay, so I need to figure out if this article is about applying AI methods in carbon ion therapy based on the abstract provided. Let me read through it carefully. The title mentions 'Cell survival prediction in hadrontherapy with the NanOx biophysical model.' Hmm, that sounds like a model used for predicting how cells survive radiation treatment, specifically in hadrontherapy, which I think is another term for particle therapy, including carbon ion therapy. So the focus here seems to be on a biophysical model called NanOx. The abstract goes into detail about what this model does—it considers stochastic nature of radiation and oxidative stress caused by reactive species. They adapted this model for hadrontherapy applications and used it to compute cell survival fractions with different energies of carbon ions, then compared their predictions against experimental data. Nowhere in the abstract do they mention AI methods or any machine learning techniques. It's all about a biophysical model, its adaptation, and validation through experiments. So even though it's related to therapy optimization using models, it doesn't specifically discuss AI applications. Therefore, I think this article does not fall under the application of AI methods in carbon ion therapy."
rayyan-1273747588,A 64×64 Implantable Real-Time Single-Charged-Particle Radiation Detector for Cancer Therapy,"60% of all cancer treatment requires radiation therapy and the fundamental goal is to deposit sufficient energy in a tumor to irreparably damage its DNA. Unlike high energy photons which pass through the body, charged particles such as protons deposit the majority of their energy at a specific depth, the location of the Bragg peak. In theory, this allows high radiation doses to be delivered in submm proximity to critical organs such as the spinal cord (see Fig. 34.1.1). Unfortunately, mm-scale prediction of the in vivo Bragg peak location is challenging because particle energy loss and scattering are highly path-dependent and patient-specific, largely due to anatomical heterogeneity which drifts from day to day. Given this, clinicians usually reduce therapeutic doses or adjust treatment margins to avoid harming healthy, vital tissue in proximity to the tumor site. To alleviate this constraint, in vivo dosimeters (IVD) have been developed to report in situ radiation doses to clinicians, enabling more effective and safer closed-loop treatment. However, conventional IVDs can only measure the total accumulated energy deposited, i.e. the total dose [1]-[5]. Given this, conventional IVDs cannot distinguish between single high energy particle depositions and those due to the combined contributions from several lower energy depositions, which have significantly different biological effect on tissue [6]. Furthermore, these conventional lVDs employ a single large detector and thus suffers from low spatial resolution. Here, we present a mm-scale real-time single-particle dosimeter array for charged particle cancer therapy that solves these problems. © 2020 IEEE.",0,The abstract focuses on developing a real-time single-particle radiation detector for charged particle cancer therapy but does not mention any AI methods or their application.,"Okay, so I need to figure out if this article is about the application of AI methods in carbon ion therapy based on its abstract. Let me read through it carefully. The title mentions a detector for cancer therapy, specifically single-charged-particle radiation. The content talks about radiation therapy being used in 60% of cancer treatments and how charged particles like protons deposit energy at specific depths, the Bragg peak. It discusses challenges with predicting the Bragg peak location due to patient-specific factors and anatomical changes over time. Clinicians adjust doses or margins because conventional dosimeters can't distinguish between different types of particle depositions and have low spatial resolution. The article presents a new detector array that addresses these issues in real-time. Now, I'm looking for any mention of AI methods. The abstract doesn't talk about machine learning, algorithms, data analysis, or anything related to artificial intelligence. It's more about hardware development—a detector array. So, it seems the focus is on improving dosimeter technology rather than applying AI techniques. Therefore, this article isn't discussing the application of AI in carbon ion therapy."
rayyan-1273747592,Effects of dose and dose-averaged linear energy transfer on pelvic insufficiency fractures after carbon-ion radiotherapy for uterine carcinoma,"Background and Purpose: The correlation between dose-averaged linear energy transfer (LETd) and its therapeutic or adverse effects, especially in carbon-ion radiotherapy (CIRT), remains controversial. This study aimed to investigate the effects of LETd and dose on pelvic insufficiency fractures after CIRT. Material and Methods: Among patients who underwent CIRT for uterine carcinoma, 101 who were followed up for > 6 months without any other therapy were retrospectively analyzed. The sacrum insufficiency fractures (SIFs) were graded according to the Radiation Therapy Oncology Group/European Organization for Research and Treatment of Cancer toxicity criteria. The correlations between the relative biological effectiveness (RBE)-weighted dose, LETd, physical dose, clinical factors, and SIFs were evaluated. In addition, we analyzed the association of SIF with LETd, physical dose, and clinical factors in cases where the sacrum D50% RBE-weighted dose was above the median dose. Results: At the last follow-up, 19 patients developed SIFs. Receiver operating characteristic curve analysis revealed that the sacrum D50% RBE-weighted dose was a valuable predictor of SIF. Univariate analyses suggested that LETd V10 keV/µm, physical dose V5 Gy, and smoking status were associated with SIF. Cox regression analysis in patients over 50 years of age validated that current smoking habit was the sole risk factor for SIF. Therefore, LETd or physical dose parameters were not associated with SIF prediction. Conclusion: The sacrum D50% RBE-weighted dose was identified as a risk factor for SIF. Additionally, neither LETd nor physical dose parameters were associated with SIF prediction. © 2022 The Author(s)",0,The article does not mention any AI methods; it focuses on analyzing correlations between radiation parameters and pelvic insufficiency fractures in patients undergoing carbon-ion radiotherapy.,"Okay, so I need to figure out if this article is about the application of AI methods in carbon ion therapy. Let me read through the abstract carefully. The title mentions effects of dose and LETd on pelvic fractures after CIRT for uterine carcinoma. The content talks about a study looking at how these factors correlate with adverse effects, specifically insufficiency fractures. They used retrospective analysis, looked at various parameters like RBE-weighted dose, LETd, physical dose, and clinical factors. Their methods involved evaluating correlations between these variables and the occurrence of SIFs. The results showed that while some factors were associated in univariate analyses, only smoking status was a significant risk factor after multivariate analysis. They concluded that LETd and physical dose weren't predictive of SIFs. Nowhere in this abstract do they mention AI methods or any machine learning techniques. It's purely a statistical analysis looking at correlations between different radiation parameters and patient outcomes. So, based on the information given, there's no indication that AI was applied here. The focus is on understanding dose effects rather than using AI for therapy application."
rayyan-1273747594,MRI evaluation of sacral chordoma treated with carbon ion radiotherapy alone,"Background and purpose: To compare RECIST 1.1 with volume modifications in patients with sacral chordoma not suitable for surgery treated with carbon ions radiotherapy (CIRT) alone. To evaluate patients pain before and after CIRT. To detect if baseline Apparent Diffusion Coefficient values (ADC) from Diffusion Weighted sequences could predict response to treatment. Material and methods: Patients included had one cycle of CIRT and underwent MRI before and after treatment. For each MRI, lesion maximum diameter and volume were obtained, and ADC values were analyzed within the whole lesion volume. Patients pain was evaluated with Numerical Rating Scale (NRS), considering the upper tumor level at baseline MRIs. Results: 39 patients were studied (mean follow-up 18 months). Considering RECIST 1.1 there was not a significant reduction in tumor diameters (p = 0.19), instead there was a significant reduction in tumor volume (p < 0.001), with a significant reduction in pain (p = 0.021) if the tumors were above vertebrae S2–S3 at baseline MRIs. The assessment of baseline ADC maps demonstrated higher median values and more negative skewness values in progressive disease (PD) patients versus both partial response (PR) and stable disease (SD). Conclusions: Lesion volume measurement is more accurate than maximum diameter to better stratify the response of sacral chordoma treated with CIRT. Preliminary results suggest that baseline ADC values could be predictive of response to CIRT. © 2017 Elsevier B.V.",0,The article focuses on MRI evaluation and pain assessment in carbon ion therapy without mentioning any AI methods.,"Okay, so I need to figure out if this article is about applying AI methods in carbon ion therapy. Let me read the abstract carefully. The title mentions MRI evaluation and treatment with carbon ions radiotherapy alone. The background talks about comparing RECIST 1.1 with volume modifications, evaluating pain before and after CIRT, and checking ADC values as predictors of response. They used MRI data to measure tumor size and volume, analyzed ADC values, and looked at pain levels using NRS. The results show significant reductions in tumor volume and pain for some patients. They also found that higher ADC values might predict worse outcomes. Nowhere in the abstract do they mention AI methods or any machine learning techniques. It's all about traditional medical imaging analysis and statistical evaluation of treatment responses. So, it doesn't seem like AI is involved here. The focus is on evaluating treatment effectiveness using existing imaging metrics rather than applying new AI applications."
rayyan-1273747596,Prediction of presence of fastidious bacteria by the Fully Automated Urine Particle Analyzer UF-1000i in the case of ineffective antimicrobial therapy for urinary tract infection,"Introduction: Recent studies have reported associations between fastidious bacteria that are difficult to grow and isolate in conventional urine culture conditions and urinary tract infections (UTIs). Because the Fully Automated Urine Particle Analyzer UF-1000i (hereinafter referred to as “UF-1000i”) detects fastidious bacteria without being affected by culture conditions, owing to its flow cytometry-based principle, we evaluated the robustness of UF-1000i detection using clinical urine samples from patients with UTIs following ineffective antimicrobial therapy. Methods: A total of 150 patients diagnosed with UTIs were enrolled, and their laboratory findings were analyzed, focusing on the discrepancy in bacterial numbers between UF-1000i and conventional culture at each antimicrobial therapy effectiveness classification. In addition, gene identification was conducted by molecular analysis using 16S ribosomal RNA gene sequencing and next-generation sequencing (NGS) to elucidate the reason for the presence of fastidious bacteria in these samples. Results: The ineffective therapy cases showed more than 100-fold discrepancy in bacterial counts, with a higher proportion (30.8%) than effective therapy cases without secondary administration (5.7%) between the bacterial counts in UF-1000i and conventional culture methods. The presence rates of fastidious bacteria were 100% and 66.7% in discrepant cases of ineffective and effective without secondary administrations, respectively. Conclusion: This study suggests that discrepancies in bacterial numbers between the conventional culture method and UF-1000i measurement at the primary visit can predict the presence of fastidious bacteria, especially in cases of ineffective antimicrobial therapy. © 2023 Japanese Society of Chemotherapy and The Japanese Association for Infectious Diseases",0,The abstract focuses on detecting fastidious bacteria using an automated urine analyzer and does not mention AI methods or carbon ion therapy.,"Okay, so I need to figure out if this article is about applying AI methods in carbon ion therapy based on its abstract. Let me read through the abstract carefully. The title mentions predicting the presence of fastidious bacteria using a Fully Automated Urine Particle Analyzer called UF-1000i. The content talks about UTIs, ineffective antimicrobial therapy, and how this analyzer detects bacteria without being affected by culture conditions because it uses flow cytometry. They analyzed 150 patients, looked at bacterial counts between the analyzer and conventional methods, and used molecular analysis with 16S rRNA sequencing and NGS to identify genes. The conclusion is that discrepancies in bacterial numbers can predict fastidious bacteria presence, especially when therapy isn't effective. Now, I need to see if any of this relates to AI methods or carbon ion therapy. Carbon ion therapy is a type of radiation treatment used in cancer care, so the article doesn't mention anything about cancer treatments or radiation. The focus here is on urinary tract infections and bacterial detection using an automated analyzer that relies on flow cytometry, not AI. They did use some molecular techniques like sequencing but that's different from applying AI methods. So, there's no mention of AI applications in this context. Therefore, the article doesn't discuss the application of AI methods in carbon ion therapy."
rayyan-1273747598,Utilization of Diaphragm Motion to Predict the Displacement of Liver Tumors for Patients Treated with Carbon ion Radiotherapy,"Objectives: To establish and validate a linear model utilizing diaphragm motion (DM) to predict the displacement of liver tumors (DLTs) for patients who underwent carbon ion radiotherapy (CIRT). A total of 60 pairs of planning and reviewing four-dimensional computed tomography (4DCT) sets over 23 patients were used. Method: We constructed an averaged computed tomography (CT) set for each either planning or reviewing 4DCT within respiratory phases between 20% of exhale and inhale. A rigid image registration to align bony structures was performed between planning and reviewing 4DCT. The position changes on top of diaphragm in superior–inferior (SI) direction between 2 CTs to present DM were obtained. The translational vectors in SI from matching to present DLT were obtained. The linear model was built by training data for 23 imaging pairs. A distance model utilized the cumulative probability distribution (CPD) of DM or DLT and was compared with the linear model. We conducted the statistical regression analysis with receiver operating characteristic (ROC) testing data of 37 imaging pairs to validate the performance of our linear model. Results: The DM within 0.5 mm was true positive (TP) with an area under the ROC curve (AUC) of 0.983 to predict DLT. The error of predicted DLT within half of its mean value indicated the reliability of prediction method. The 23 pairs of data showed (4.5 ± 3.3) mm for trend of DM and (2.2 ± 1.6) mm for DLT. A linear model of DLT = 0.46*DM + 0.12 was established. The predicted DLT was (2.2 ± 1.5) mm with a prediction error of (0.3 ± 0.3) mm. The accumulated probability of observed and predicted DLT with < 5.0 mm magnitude was 93.2% and 94.5%, respectively. Conclusion: We utilized the linear model to set the proper beam gating for predicting DLT within 5.0 mm to treat patients. We will investigate a proper process on x-ray fluoroscopy images to establish a reliable model predicting DLT for DM observed in x-ray fluoroscopy in the following two years. © The Author(s) 2023.",0,"The article discusses the use of a linear model to predict liver tumor displacement during carbon ion radiotherapy, not the application of AI methods.","Okay, so I need to figure out if this article is about applying AI methods in carbon ion therapy. Let me read through the abstract carefully. The title mentions using diaphragm motion to predict liver tumor displacement for patients treated with CIRT. That sounds like it's related to treatment accuracy or something similar. The objectives talk about establishing a linear model using DM to predict DLTs. They used 4DCT sets and did image registration, then built a linear model based on training data. They also compared it with a distance model using CPD and validated with ROC analysis. The results show the model's performance, like AUC of 0.983, which is pretty high. They mention predicting DLT within 5mm for beam gating. The conclusion talks about setting proper beam gating and future work on x-ray fluoroscopy models. Now, does this involve AI methods? Well, they built a linear model, which is a statistical approach but not necessarily machine learning or AI. There's no mention of neural networks, deep learning, or other advanced AI techniques. They used regression analysis and ROC testing, which are more traditional statistics. So I think the article isn't specifically about applying AI methods in carbon ion therapy. It's more about using a linear model for prediction in treatment planning."
