key,title,abstract,decision,ai_method_list,reason,thoughts
rayyan-283077624,"Carbon Ion Radiation Therapy with Pencil Beam Scanning for Stage III Non-Small Cell Lung Cancer: Toxicity Profiles, Survival Outcomes, and Prognostic Indicators","Purpose: To evaluate the toxicities and survival outcomes associated with carbon ion radiation therapy (CIRT) using pencil beam scanning (PBS) technique and to assess the prognostic factors for patients with stage III non-small cell lung cancer (NSCLC) using a local effect model (LEM)-based biological dose calculation. Methods and Materials: This analysis included patients with stage III NSCLC (n = 181) who received CIRT between December 2016 and June 2023. CIRT was administered at a relative biological effectiveness-weighted dose of 77 Gy (range, 69-83.6 Gy) in 22 fractions (Fx) (range, 19-24 Fx). Most patients (96.1%) underwent systemic therapy before and/or after CIRT. Toxicities and survival outcomes were recorded, and statistical analyses conducted. Results: The median follow-up period was 18.2 months. Grade 1, 2, 3, and 4 acute toxicities were observed in 62.4%, 30.4%, 2.8%, and 0.6% of patients, respectively, with hematological toxicities accounting for all grade >= 3 acute toxicities. Grade 1, 2, 3, and 4 late toxicities occurred in 40.3%, 30.9%, 4.4%, and 1.7% of patients, respectively, with most grade >= 3 CIRT-induced late toxicities (72.7%) observed in patients receiving a CIRT dose >= 79.2 Gy. The median overall survival (OS) and progression-free survival (PFS) were 37.1 and 16.7 months, respectively. The 2-year locoregional control, OS, PFS, and distant metastasis-free survival rates were 66.1%, 64.2%, 40.3%, and 49.5%, respectively. Patients who received a CIRT dose <= 77 Gy had better OS (P = .047), but worse locoregional control compared with those who received higher doses (P = .026). Post-CIRT immunotherapy was an independent prognostic factor for improved OS, distant metastasis-free survival, and PFS (P = .002, P < .001, and P < .001, respectively). Conclusions: CIRT with pencil beam scanning was effective for locally advanced NSCLC, resulting in acceptable toxicities and promising OS outcomes, particularly with doses of 69 to 77 Gy and post-CIRT immunotherapy. (c) 2025 The Author(s). Published by Elsevier Inc. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)",0,,The article does not explore any AI methods in carbon ion therapy; it focuses on clinical outcomes and prognostic factors using traditional statistical analyses.,"Okay, so I need to determine whether this abstract falls within the scope of 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through it carefully. The title mentions Carbon Ion Radiation Therapy with Pencil Beam Scanning for Stage III Non-Small Cell Lung Cancer. It talks about evaluating toxicities, survival outcomes, and prognostic factors using a local effect model-based biological dose calculation. The methods include analyzing patients who received CIRT between 2016 and 2023, looking at their toxicities and survival data. They used statistical analyses to assess these outcomes. The results show various toxicity rates and survival metrics, concluding that CIRT with PBS is effective with acceptable toxicities and good OS outcomes, especially when combined with post-CIRT immunotherapy. Nowhere in the abstract do they mention AI methods or applications. It's more about the clinical outcomes of a specific radiation therapy technique rather than any AI involvement. So, this doesn't fit the topic since there are no AI methods explored here."
rayyan-283077625,Preoperative chemo-CIRT in Re/BRe pancreatic cancer: Insights from a multicenter prospective phase II clinical study (NCT03822936),"Purpose: There is debate about the optimal management of borderline resectable (bRe) and resectable (Re) pancreatic ductal adenocarcinoma (PDAC). Both preclinical and clinical evidence showed that carbon ion radiotherapy (CIRT) produces superior control on radioresistant histologies compared to conventional photon beam radiotherapy (RT). However, so far there is a lack of data concerning the integration of CIRT in a multimodal approach with chemotherapy and surgery for bRe/Re.        Methods: We recently presented the first analysis of a multicenter prospective phase II clinical study aimed at assessing the feasibility and effectiveness of a neoadjuvant chemotherapy + short course of CIRT followed by surgery and adjuvant chemotherapy in the management of bRe/Re PDAC. The study was terminated early due to low patient enrollment.Herein, we reported a post-hoc analysis focusing on toxicity, dosimetry and translational assessment.        Results: In our experience, CIRT can be integrated into a multimodal treatment strategy for bRe/Re PDAC, alongside chemotherapy and surgery. A case of fatal liver failure occurring three months post-surgery has been documented, likely related to the combination approach. Although the treatment plans were satisfactory according to the Local Effect Model (LEM) model, recalculations using the modified Microdosimetric Kinetic Model (mMKM) revealed suboptimal target coverage. Additionally, we observed an increased expression of PD-L1 following CIRT.        Conclusions: This multimodal approach was well tolerated; however, clinicians should carefully monitor for vascular disorders during follow-up and further investigate surgical techniques after CIRT. The increased PD-L1 expression supports the immunogenic effects of particle therapy and lays the groundwork for future studies. To enhance the therapeutic ratio of CIRT treatments, integrating LET-d based objectives into the plan optimization process should be considered.        Trial Registration Number: ClinicalTrials.gov Identifier: NCT03822936",0,[],The article does not explore or mention any AI methods in its application of carbon ion therapy.,"Okay, so I'm trying to figure out whether this article falls under the topic of 'APPLICATIONS OF AI IN CARBON ION THERAPY'. The abstract is about a clinical study using CIRT (carbon ion radiotherapy) in combination with chemotherapy and surgery for pancreatic cancer. They mention things like toxicity, dosimetry, translational assessment, and PD-L1 expression. But where does AI come into play here? Hmm, the methods section talks about a post-hoc analysis focusing on these areas but doesn't mention any AI techniques or machine learning algorithms. The results discuss treatment plans using models like LEM and mMKM, which are probably dosimetric models, not AI. They also talk about increased PD-L1 expression supporting immunogenic effects, but again, no AI methods mentioned. The conclusion suggests integrating LET-d based objectives into plan optimization, which sounds more like a physics-based approach rather than AI. So, I don't see any indication that AI was used in this study. Therefore, it doesn't fall under the specified topic."
rayyan-283077626,Prompt-gamma imaging in particle therapy,"Prompt-gamma imaging has been a source of intensive research over the years since its first proposal in 2003. Several detection approaches have been researched and developed, and many studies on prompt-gamma imaging have been conducted on its feasibility, detection systems optimisation, and possible workflows. Now, this form of particle therapy monitoring is finally arriving in clinical settings and showing impressive results. Prompt-gamma imaging may be the key to enabling crucial improvements in particle therapy, namely when considering more complex workflow scenarios, like adaptive radiotherapy using ion beams. Herein, several aspects related to prompt-gamma imaging are introduced, covering both its advantages and limitations. The need for particle therapy monitoring, the different prompt-gamma radiation detection systems, the difficulties with dealing with low emission yields and with the tools used to simulate it, the prediction tools for prompt-gamma radiation, and the translation into clinical applications are presented and discussed. Finally, some considerations are also made on the future of prompt-gamma imaging and what it may bring into particle therapy, ultimately benefiting patients worldwide.",0,,The article discusses prompt-gamma imaging in particle therapy but does not mention any specific AI methods or their applications in carbon ion therapy.,"Okay, so I need to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title is about prompt-gamma imaging in particle therapy. From what I remember, prompt-gamma imaging is a technique used for monitoring during particle therapy, which can include carbon ion therapy. But does this article discuss AI applications? The content mentions several aspects like detection systems, simulation tools, and prediction tools. Prediction tools might involve AI methods, but the abstract doesn't explicitly state that. It talks about feasibility studies, system optimization, clinical applications, and future considerations. There's no mention of machine learning, neural networks, or any specific AI techniques. So, while prompt-gamma imaging is relevant to particle therapy, which includes carbon ion therapy, the article itself doesn't focus on how AI is applied in that context. Therefore, it might not fall within the scope of the topic as specified. I should probably mark this as 0 because there's no clear indication of AI methods being explored or applied here."
rayyan-283077627,Magnetic design of downstream scanning magnets for a novel hadrontherapy gantry,"Hadrontherapy utilizes accelerated ion beams to deliver precise and effective cancer treatments, depositing energy at specific depths while sparing healthy tissues. Gantries are large rotating structures that direct beams at various angles around the patient, improving dose conformity to tumors and the robustness of the treatment plan while minimizing radiation exposure to surrounding organs. While proton gantries are widespread and commercially available, the diffusion of carbon ion gantries is limited due to more demanding technological challenges and financial investments. This paper presents the magnetic design of the scanning magnets for the EuroSIG (European Superconducting Ion Gantry) project, aimed at developing a novel superconducting gantry for hadrontherapy. The chosen layout foresees the positioning of the scanning magnets downstream of the last bending section. This simplifies the production of the superconducting dipole but increases the complexity of the scanning system in terms of integrated fields, bending angles, and ramp rates. To address this challenge, analytical models and optimization tools were employed to achieve balanced configurations for the scanning magnets, improving compatibility with power converters. Three-dimensional numerical simulations were implemented to evaluate and improve the steady-state field quality of horizontal and vertical scanning magnets. Particle tracking was used to validate the effective beam deflection in both magnets and assess beam position errors at the isocenter. Furthermore, quasistatic simulations were carried out to evaluate integral field errors due to the hysteretic behavior of the yoke alloy. Continuing the analysis of dynamic phenomena, the generation of eddy currents in the laminated yoke was investigated, highlighting the delay of the generated field with respect to the imposed current profile. The studies reported in this manuscript confirmed the design's feasibility, posing a solid base for the construction of the first scanning magnet prototype.",0,,The abstract does not mention any AI methods or their applications in carbon ion therapy; it focuses on magnetic design and simulation techniques.,"Okay, so I need to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions magnetic design for a hadrontherapy gantry, specifically for EuroSIG project which is about superconducting ion gantries. The content talks about designing scanning magnets downstream of the last bending section, using analytical models and optimization tools. They also mention 3D numerical simulations, particle tracking, quasistatic simulations, and eddy current investigations. Nowhere in the abstract do they mention AI methods or applications related to AI. It's more about the engineering design and simulation aspects rather than any AI techniques applied in carbon ion therapy. So, I think this article doesn't fall within the scope of the topic because it doesn't discuss AI applications. Therefore, it should be rejected."
rayyan-283077628,Perfluorobutane Nanodroplets for the Selective Sensing and Range Verification of Carbon-Ion Radiotherapy: In Vitro Evaluation on Cells,"Range verification procedures are crucial in carbon-ion radiotherapy (CIRT) to avoid undesired exposure while harnessing the superior features in dose-depth distribution that allow for better biological effectiveness than other adopted radiotherapies. Recently, we have proposed an innovative approach to dosimetry and uncertainties measurement in CIRT by upgrading phase-change ultrasound contrast agents to function as injectable tracers for ionizing particle beams. We developed a stable formulation of superheated nanodroplets (NDs) made of a liquid perfluorobutane core encapsulated within a cross-linked poly(vinyl alcohol) shell. The core vaporization is triggered by the high-linear energy transfer (LET) carbon ions at the Bragg peak, generating echogenic microbubbles, whereby the resulting echo-contrast relates to beam range with submillimeter precision. So far, in vitro experiments revealed the dependence of the NDs' response to carbon-ion radiation on their size, concentration, as well as particle fluence, which is associated with CIRT dose and beam energy. In this study, we further investigate the biological effect of carbon-ion radiation, before and after the Bragg peak, in 2D cell layer system and correlate this effect with the NDs' radiation response. We evaluated the interaction of nanodroplets of various sizes with the V-79 cell line, a well-established radiobiological model. Tissue-mimicking phantoms containing NDs, along with untreated cells and cells treated with size-sorted NDs, were exposed to C-ion doses of 4 and 8 Gy (130 mm, E = 257.5 MeV/u) at 37 degrees C. Results indicated that nanodroplets show affinity for the cells and good biocompatibility after incubation. Ultrasound image processing of the vaporization range of nanodroplets, triggered by the carbon-ion radiation, reveals a strong correlation with the cell mortality at the Bragg peak, as assessed by Crystal Violet staining. Our findings highlight the potential of nanodroplets as an injectable and noninvasive dosimeter from the perspective of real-time range verification, offering the ability to optimize treatment plans.",0,,The abstract does not mention any AI methods or applications in carbon-ion therapy.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions perfluorobutane nanodroplets for sensing and range verification in CIRT. The content talks about developing these nanodroplets as tracers, their response to carbon ions, experiments with cell lines, and evaluating their biocompatibility and effectiveness in dosimetry. They used ultrasound imaging to process the vaporization range and correlated it with cell mortality. Nowhere in the abstract do they mention AI methods or any application of AI techniques like machine learning, neural networks, etc. It seems more focused on the physical properties of the nanodroplets and their biological interactions rather than integrating AI into the therapy process. So, since there's no mention of AI applications, this article doesn't fall within the specified topic scope."
rayyan-283077630,Potential role of solid lipid curcumin particle (SLCP) as estrogen replacement therapy in mitigating TDP-43-related neuropathy in the mouse model of ALS disease,"Background: Amyotrophic lateral sclerosis (ALS) was first identified in 1869, but it wasn't until the 2014 Ice Bucket Challenge that widespread attention was drawn to the disease. Since then, substantial research has been dedicated to developing treatments for ALS. Despite this, only three drugs - riluzole, edaravone and AMX0035, have been approved for clinical use, and they can only temporarily alleviate mild symptoms without significant disease modification or cure. Therefore, there remains a critical unmet need to identify disease modifying or curative therapies for ALS. The higher incidence and more severe progression of ALS and FTLD (frontotemporal lobar degeneration) observed in men and postmenopausal woman compared to young women suggests that sex hormones may significantly influence disease onset and progression. In both animal models and human clinical studies, 17 beta estradiol (E2) has been shown to delay and improve the outcomes of many neurodegenerative diseases. Here, we examined the role of TDP-43 in the regulation of estrogen-related enzymes, CYP19A1 and CYP3A4. In addition, we examined the impact of curcumin on the regulation of estrogen E2 levels and TDP-43associated neuropathy as a potential therapeutic strategy for the treatment of FTLD and ALS. Methods: Prp-TDP-43A315T mice was used as a model of ALS/FTLD to examine the expression patterns of E2 and its biosynthesis and degradation enzymes, CYP19A1 and CYP3A4. Moreover, the molecular mechanisms and the potency of solid lipid curcumin particles (SLCP) as an E2 replacement therapy for TDP-43 associated neuropathy was analyzed. We further examined the survival rates and the pathological TDP43 patterns in female and male Prp-TDP-43A315T mice administrated with or without SLCP. In addition, the changed expression levels of enzymes corresponding to E2 biosynthesis and degradation in the spinal cord of female and male Prp-TDP-43A315T mice with or without SLCP were determined. Results: We found that in addition to E2, the expression patterns of CYP19A1 and CYP3A4 proteins differed between Prp-TDP-43A315T mice compared to wild-type control, suggesting that toxic phosphorylated TDP43 oligomers may disrupt the balance between CYP19A1 and CYP3A4 expression, leading to reduced estrogen biosynthesis and accelerated degradation. In addition, we found that oral administration of SLCP prolonged the survival rates in female Prp-TDP-43A315T mice and significantly reduced the pathological insoluble phosphorylated TDP-43 species. Furthermore, SLCP attenuated disease progression associated with TDP-43-related neuropathies through modulating estrogen biosynthesis and the activity of CYP450 enzymes. Conclusions: Our results showed that Prp-TDP-43A315T mice exhibit altered estradiol levels. Moreover, we demonstrated the efficacy of SLCP as an estrogen replacement therapy in mitigating TDP-43-associated disease progression and pathogenesis. These findings suggest that SLCP could be a promising strategy to induce E2 expression for the treatment of ALS and FTLD.",0,[],The article does not discuss any AI methods or applications and is unrelated to carbon ion therapy.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it relates at all to AI or carbon ion therapy. The title mentions solid lipid curcumin particles as a potential estrogen replacement therapy for ALS and FTLD. The content talks about how they used SLCP in mice models, looked at E2 levels, enzyme expressions, survival rates, etc. There's no mention of AI methods like machine learning, neural networks, or any computational techniques. Also, carbon ion therapy isn't discussed anywhere in the abstract. It seems like this is a study on a new therapeutic approach using curcumin particles for neurodegenerative diseases, not related to AI applications in radiation therapy. So, I don't think it falls within the scope of the topic provided."
rayyan-283077631,Proton Therapy for Spinal Tumors: A Consensus Statement From the Particle Therapy Cooperative Group,"Purpose: Proton beam therapy (PBT) plays an important role in the management of primary spine tumors. The purpose of this consensus statement was to summarize safe and optimal delivery of PBT for spinal tumors. Methods and Materials: The Particle Therapy Cooperative Group Skull Base/Central nervous system/Sarcoma Subcommittee consisting of radiation oncologists and medical physicists with specific fi c expertise in spinal irradiation developed expert recommendations discussing treatment planning considerations and current approaches in the treatment of primary spinal tumors. Results: Computed tomography simulation: factors that require significant fi cant consideration include (1) patient comfort, (2) setup reproducibility and stability, and (3) accessibility of appropriate beam angles. Spine Stabilization Hardware: If present, hardware should be placed with cross-links well above/below the level of the primary tumor to reduce the metal burden at the level of the tumor bed. New materials that can reduce uncertainties include poly- ether-ether-ketone and composite polyether-ether-ketone-carbon fi ber implants. Field Arrangement: Appropriate beam selection is required to ensure robust target coverage and organ at risk sparing. Commonly, 2 to 4 treatment fi elds, typically from posterior and/or posterior-oblique directions, are used. Treatment Planning Methodology: Robust optimization is recommended for all pencil beam scanning plans (the preferred treatment modality) and should consider setup uncertainty (between 3 and 7 mm) and range uncertainty (3%-3.5%). In the presence of metal hardware, use of an increased range uncertainty up to 5% is recommended. Conclusions: The Particle Therapy Cooperative Group Skull Base/Central nervous system/Sarcoma Subcommittee has developed recommendations to enable centers to deliver PBT safely and effectively for the management of primary spinal tumors. (c) 2024 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",0,,The article focuses on consensus recommendations for proton beam therapy delivery in spinal tumors without discussing AI applications or carbon ion therapy.,"Okay, so I need to determine whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions proton therapy for spinal tumors and a consensus statement from the Particle Therapy Cooperative Group. The content talks about methods and materials, including computed tomography simulation, spine stabilization hardware, field arrangement, and treatment planning methodology. They mention robust optimization for pencil beam scanning plans and considerations for setup uncertainty and range uncertainty. There's also a note about using increased range uncertainty when metal hardware is present. However, I don't see any mention of AI methods or applications in this abstract. The focus seems to be on consensus recommendations for proton therapy delivery rather than discussing how AI is applied in carbon ion therapy. Since the article doesn't explore AI techniques and isn't specifically about carbon ion therapy but proton beam therapy, it doesn't fall within the scope of the topic. Therefore, I should select '0' as the decision."
rayyan-283077632,Proton Beam Therapy for Pancreatic Tumors A Consensus Statement from the Particle Therapy Cooperative Group Gastrointestinal Subcommittee,"Radiation therapy manages pancreatic cancer in various settings; however, the proximity of gastrointestinal (GI) luminal organs at risk (OARs) poses challenges to conventional radiation therapy. Proton beam therapy (PBT) may reduce toxicities compared to photon therapy. This consensus statement summarizes PBT's safe and optimal delivery for pancreatic tumors. Our group has specific expertise using PBT for GI indications and has developed expert recommendations for treating pancreatic tumors with PBT. Computed tomography (CT) simulation: Patients should be simulated supine (arms above head) with custom upper body immobilization. For stomach/duodenum filling consistency, patients should restrict oral intake within 3 hours before simulation/treatments. Fiducial markers may be implanted for image guidance; however, their design and composition require scrutiny. The reconstruction field-of-view should encompass all immobilization devices at the target level (CT slice thickness 2-3 mm). Four-dimensional CT should quantify respiratory motion and guide motion mitigation. Respiratory gating is recommended when motion affects OAR sparing or reduces target coverage. Treatment planning: Beam-angle selection factors include priority OAR-dose minimization, water-equivalent-thickness stability along the beam path, and enhanced relative biological effect consideration due to the increased linear energy transfer at the proton beam end-of-range. Posterior and right-lateral beam angles that avoid traversing GI luminal structures are preferred (minimizing dosimetric impacts of variable anatomies). Pencil beam scanning techniques should use robust optimization. Single-field optimization is preferable to increase robustness, but if OAR constraints cannot be met, multifield optimization may be used. Treatment delivery: Volumetric image guidance should be used daily. CT scans should be acquired ad hoc as necessary (at minimum every other week) to assess the dosimetric impacts of anatomy changes. Adaptive replanning should be performed as required. Our group has developed recommendations for delivering PBT to safely and effectively manage pancreatic tumors. (c) 2025 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",0,,The article focuses on Proton Beam Therapy (PBT) for pancreatic tumors and does not discuss any applications of AI in Carbon Ion Therapy.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions Proton Beam Therapy for Pancreatic Tumors, which is a different type of therapy than Carbon Ion Therapy. The content talks about PBT's safe delivery, simulation techniques, treatment planning with pencil beam scanning and robust optimization, but I don't see any mention of AI methods or applications here. It seems more focused on the technical aspects of proton therapy rather than integrating AI technologies. Since the topic is specifically about Carbon Ion Therapy and AI, this article doesn't seem to fit. Therefore, it should be rejected."
rayyan-283077633,Real-life utilization of fixed triple therapy in COPD: The Trilife study. Beclomethasone/formoterol/glycopyrronium triple fixed-dose therapy in extra-fine particles,"Introduction. - The Trilife study describes the real-life use, in France, of the beclomethasone/formoterol/glycopyrronium triple fixed-dose combination in solution for inhalation, which is indicated as continuous treatment for moderate-to-severe chronic obstructive pulmonary disease. Methods. - This prospective, non-interventional, multicentric study, involving hospital and office-based pulmonologists, evaluates the proportion of patients for whom the triple fixed combination was prescribed in compliance with the indication and dosage specified in the summary of product characteristics (SPC). Patients were followed for six months. Results. - In a population of 346 patients, the prescription was compliant with the SPC for 75.1% of patients (95% confidence interval: [70.6; 79.7]). The only variable associated with compliance with SPC in multivariate analyses was smoking (P = 0.019). The results also show improved patient adherence to treatment and improved clinical status in terms of moderate or severe exacerbations, dyspnea, quality of life and satisfaction with treatment. Conclusion. - Three quarters of the fixed triple combination prescriptions by French pulmonologists comply with the indication and dosage specified in the summary of product characteristics. (c) 2024 SPLF. Published by Elsevier Masson SAS. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",0,,"The article focuses on medication adherence and prescription practices for COPD treatment, not on AI applications in carbon ion therapy.","Okay, so I need to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to understand what the study is about. The title mentions 'Real-life utilization of fixed triple therapy in COPD: The Trilife study.' So, it's about a treatment for Chronic Obstructive Pulmonary Disease (COPD). The content talks about a prospective, non-interventional study evaluating how well doctors are prescribing a specific triple therapy medication. They looked at 346 patients over six months and found that most prescriptions were compliant with the guidelines. There was also an improvement in patient adherence and clinical outcomes like reduced exacerbations and better quality of life. The conclusion is about prescription compliance rates among French pulmonologists. Now, I need to see if this relates to AI applications in carbon ion therapy. Carbon ion therapy is a type of radiation treatment used in cancer care. It uses charged particles for precise targeting of tumors. Applications of AI here might include optimizing treatment plans, predicting outcomes, or enhancing the precision of the therapy. However, this article doesn't mention anything about AI, carbon ions, or any form of radiation therapy. It's purely focused on medication adherence and prescription practices in COPD management. Therefore, it doesn't fall within the scope of the topic provided. So, I should mark it as '0' because there's no connection to AI applications in carbon ion therapy."
rayyan-283077634,Development of Novel Nomograms to Predict 5-and 7-Year Biochemical-Recurrence-Free Survival in High-Risk Prostate Cancer Patients After Carbon-Ion Radiotherapy and Androgen Deprivation Therapy,"Featured Application Nomograms were developed to estimate 5- and 7-year biochemical recurrence-free survival in patients with high-risk prostate cancer treated with carbon-ion radiotherapy and androgen deprivation therapy.Abstract Background: The aim of this study was to develop nomograms predicting 5- and 7-year biochemical-recurrence (BCR)-free survival in high-risk prostate cancer (PCa) patients treated with carbon-ion radiotherapy (CIRT) and androgen deprivation therapy (ADT). Methods: We retrospectively evaluated 785 high-risk PCa patients treated with CIRT and ADT. Based on the least absolute shrinkage and selection operator model, two nomograms predicting 5- and 7-year BCR-free survival were developed and internally validated. The ability of each nomogram to predict BCR-free survival was determined by calculating the area under the survival curve (AUC). Results: The 5- and 7-year BCR-free survival rates were 92.1% and 89.3%, respectively. Age, prostate-specific antigen level, clinical T stage, and Gleason score were incorporated into the nomogram predicting 5-year BCR-free survival. In addition to these variables, the percentage of positive biopsy cores was also added to the nomogram predicting 7-year BCR-free survival. The AUC value of each nomogram showed suboptimal-to-good discrimination. Conclusions: We developed the first nomograms accurately predicting BCR-free survival in high-risk PCa patients treated with CIRT and ADT. These nomograms will enable adequate understanding and explanation of BCR-free survival to patients when clinicians use them.",1,['Least Absolute Shrinkage and Selection Operator (LASSO)'],The study applies AI methods (LASSO model) to develop predictive nomograms for biochemical recurrence-free survival in prostate cancer patients undergoing carbon-ion radiotherapy.,"Okay, so I need to determine if this article falls within the scope of 'APPLICATIONS OF AI IN CARBON ION THERAPY'. The abstract is about developing nomograms for predicting biochemical recurrence-free survival in prostate cancer patients treated with carbon-ion radiotherapy and ADT. They used a method called least absolute shrinkage and selection operator model, which sounds like a statistical or machine learning technique. But wait, the user mentioned that ORIGINAL RESEARCH ARTICLES do not include REVIEW ARTICLES, so I need to make sure this is original research. The methods section says they retrospectively evaluated 785 patients and developed two nomograms using LASSO. That seems like original research because they're presenting new models based on their data. Now, the topic is about AI applications in carbon ion therapy. Nomograms are predictive models, often built with statistical or machine learning methods, which can be considered AI. So this article does apply AI (specifically LASSO) to improve outcomes prediction in carbon ion therapy. Therefore, it should be selected."
rayyan-283077635,Experimental study of radial extracorporeal shock wave therapy for periprosthetic osteolysis induced by wear particles,"Radial Extracorporeal Shock Wave Therapy (rESWT) is applied as a conservative treatment modality in orthopedics, yet its effectiveness in addressing aseptic loosening of cementless joint prostheses remains unclear. Through animal experimentation, we have revealed that in a titanium particle-induced osteolysis rat model, rESWT intervention significantly increased periprosthetic bone density compared to untreated controls, concurrently reducing osteolytic lesion area and lowering serum IL-1 beta levels. Histological analyses demonstrated a relative decrease in osteoclast counts within the treatment group versus non-treated controls. These findings indicate that rESWT, through mechanisms involving anti-inflammatory actions and suppression of osteoclastogenesis, may serve as a non-invasive therapeutic strategy for preventing and managing periprosthetic bone loss, demonstrating clinical potential to delay or eliminate the necessity for revision surgeries.",0,,The study focuses on radial extracorporeal shock wave therapy for bone loss around prostheses and does not involve any applications of AI or carbon ion therapy.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract again carefully to understand what it's about. The title mentions an experimental study of radial extracorporeal shock wave therapy (rESWT) for periprosthetic osteolysis caused by wear particles. From the content, they used animal models to test rESWT and found that it increased bone density, reduced osteolytic lesions, and had anti-inflammatory effects. They also looked at histological analyses showing fewer osteoclasts in treated rats compared to controls. The conclusion suggests that rESWT could be a non-invasive treatment for preventing bone loss around prostheses, potentially reducing the need for revision surgeries. Now, I need to see if this relates to AI applications in carbon ion therapy. Carbon ion therapy is a type of radiation therapy used in cancer treatment, and AI might be applied in areas like treatment planning, dose optimization, or patient-specific protocols. However, this article doesn't mention anything about AI methods, carbon ions, or any form of radiation therapy. It's focused on shock wave therapy for bone issues related to prostheses. Therefore, it doesn't fall within the scope of the topic provided. So, I should mark it as 0 and explain that there's no connection between the article's content and AI in carbon ion therapy."
rayyan-283077636,An exploratory study of shielding strategies for boron neutron capture discrimination in<SUP> 10</SUP> B Neutron Capture Enhanced Particle Therapy,"Purpose: To evaluate the impact of a range of shielding strategies on the rate of false positive detections by a simulated detector for application in Neutron Capture Enhanced Particle Therapy (NCEPT). Methods: In this work, we extend a previously published method for neutron capture detection and discrimination. A Geant4 Monte Carlo model was designed, with the simulated irradiation of a poly(methyl methacrylate) phantom and cubic 10 B insert with carbon and helium ion beams and various shielding configurations. Results: In the free-space configuration, shielding the crystal actually decreases the ratio of true/false positive detections (RTF) by more than 50% and increases the activation of the detector. Ina closed-space configuration with a model of the beamline neutron fluence, R TF also decreases with shielding, although activation decreases in this case. However, fora detector with boron present in the printed circuit boards (PCBs), shielding with a thin layer of Gd2O3 improves R TF by up to 21%. Conclusions: Shielding of the detector crystal itself is unnecessary as shielding actually degrades discrimination accuracy relative to the unshielded detector. However, if the detector PCBs contain boron, then shielding the electronics provides a valuable increase in overall detector selectivity.",0,[],The study focuses on shielding strategies and detection optimization in neutron capture enhanced particle therapy using Monte Carlo simulations but does not involve any AI methods.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions an exploratory study of shielding strategies for boron neutron capture discrimination in 10B Neutron Capture Enhanced Particle Therapy (NCEPT). Hmm, that sounds a bit technical but not immediately related to AI or carbon ion therapy. The purpose is about evaluating shielding strategies on false positive detections by a simulated detector. They used Geant4 Monte Carlo modeling with poly(methyl methacrylate) phantom and cubic 10B insert, irradiated with carbon and helium ion beams. So they're using different shielding configurations to see how it affects the detection rates. The results show that shielding can either decrease or improve the true/false positive ratio depending on the setup. They conclude that shielding the detector itself isn't necessary but if the PCBs have boron, then shielding helps. Now, looking at the topic again: applications of AI in carbon ion therapy. This article doesn't mention anything about artificial intelligence methods like machine learning, neural networks, or any other AI techniques. It's more focused on physics-based simulations and shielding strategies. The methods used are Monte Carlo modeling with Geant4, which is a simulation tool but not an AI method. So even though it involves carbon ion beams (carbon therapy), the application here isn't using AI; it's about optimizing shielding without any AI involvement. Therefore, this article doesn't fall within the scope of the topic because there are no AI methods applied in their research related to carbon ion therapy."
